cr,slice,sect,x,y,z,vol
26,1,3,-57.19407,132.50416,-208.01596,6575.00000
26,1,4,-79.24266,128.46439,-203.60138,6611.00000
26,1,5,-89.46645,142.43813,-189.83551,6553.00000
26,2,0,-82.63207,168.55621,-190.27447,9830.00000
26,2,1,-61.25579,172.38896,-194.63511,9913.00000
26,2,2,-49.58184,157.91790,-209.22533,9904.00000
26,2,3,-60.53986,139.98001,-218.79742,9904.00000
26,2,4,-83.08872,135.84078,-214.25467,9948.00000
26,2,5,-93.53376,150.09928,-200.24373,9820.00000
26,3,0,-87.71326,178.85181,-201.74563,12624.00000
26,3,1,-64.72333,182.98497,-206.42446,12691.00000
26,3,2,-52.16621,167.49401,-222.08509,12778.00000
26,3,3,-63.96072,148.17126,-232.39044,12757.00000
26,3,4,-88.18681,143.88856,-227.39244,12667.00000
26,3,5,-99.49799,159.03873,-212.42661,12698.00000
26,4,0,-92.77690,189.14995,-214.56073,13637.00000
26,4,1,-68.70550,193.46337,-219.45897,13632.00000
26,4,2,-55.62641,177.62861,-235.57277,13999.00000
26,4,3,-67.95369,157.29780,-246.42403,14094.00000
26,4,4,-93.05194,153.13495,-241.06709,13520.00000
26,4,5,-105.05470,168.75948,-225.48430,13875.00000
26,5,0,-97.63702,198.97123,-227.73438,13851.00000
26,5,1,-72.85135,203.42284,-232.77977,13774.00000
26,5,2,-59.58634,187.63962,-248.87774,14555.00000
26,5,3,-72.25514,166.78680,-260.00137,14685.00000
26,5,4,-97.50182,162.72878,-254.53650,13628.00000
26,5,5,-109.87756,178.75638,-238.53887,14181.00000
27,0,0,-158.45693,92.81011,-158.24635,6485.00000
27,0,1,-172.48468,87.02489,-146.16898,6593.00000
27,0,2,-177.30839,98.95666,-131.62240,6427.00000
27,0,3,-168.82704,115.02354,-129.60109,5882.00000
27,0,4,-156.58249,120.52085,-139.78484,6079.00000
27,0,5,-150.48173,110.06326,-154.70537,6508.00000
27,1,0,-164.92644,95.50917,-167.54329,6676.00000
27,1,1,-181.74011,88.57491,-153.05836,6775.00000
27,1,2,-187.50408,102.88251,-135.66739,6624.00000
27,1,3,-177.32091,122.13349,-133.23576,6022.00000
27,1,4,-162.64173,128.75153,-145.45590,6217.00000
27,1,5,-155.38784,116.19889,-163.28187,6740.00000
27,2,0,-174.00920,101.12434,-175.86578,10082.00000
27,2,1,-191.20182,93.99475,-161.08090,10198.00000
27,2,2,-197.10298,108.56881,-143.32331,9947.00000
27,2,3,-186.67898,128.26512,-140.84189,9054.00000
27,2,4,-171.65102,135.08346,-153.33356,9362.00000
27,2,5,-164.24536,122.27535,-171.52886,10142.00000
27,3,0,-184.52406,107.16661,-186.67919,13026.00000
27,3,1,-203.01663,99.50669,-170.76033,13123.00000
27,3,2,-209.36265,115.11809,-151.70927,12760.00000
27,3,3,-198.13955,136.36423,-149.01250,11656.00000
27,3,4,-181.95511,143.59806,-162.54164,11964.00000
27,3,5,-174.00837,129.92782,-182.00539,13076.00000
27,4,0,-195.93568,114.03926,-197.57290,14312.00000
27,4,1,-215.22749,106.05713,-180.97468,14344.00000
27,4,2,-221.86285,122.23475,-161.15984,13895.00000
27,4,3,-210.21844,144.26654,-158.33924,12676.00000
27,4,4,-193.16965,151.78335,-172.68975,12813.00000
27,4,5,-184.94008,137.80925,-192.71794,14329.00000
27,5,0,-207.51974,121.21523,-207.92002,14802.00000
27,5,1,-227.13145,113.09681,-191.05605,14824.00000
27,5,2,-233.89280,129.45141,-170.97212,14325.00000
27,5,3,-222.18537,151.72905,-168.08765,12919.00000
27,5,4,-204.53444,159.44798,-182.98013,13009.00000
27,5,5,-196.27587,145.43981,-203.03072,14851.00000
28,0,0,-137.39137,88.08526,-179.24674,6313.00000
28,0,1,-129.02539,105.38260,-175.95665,6554.00000
28,0,2,-112.02501,111.11118,-183.76120,6243.00000
28,0,3,-103.79648,100.13160,-194.33014,6268.00000
28,0,4,-111.10455,82.51142,-198.44309,6951.00000
28,0,5,-128.76569,76.65563,-190.31445,6795.00000
28,1,0,-146.07904,91.28348,-186.34383,6521.00000
28,1,1,-136.13978,111.97786,-182.38052,6701.00000
28,1,2,-115.83317,118.84696,-191.67916,6457.00000
28,1,3,-105.95621,105.63939,-204.37905,6441.00000
28,1,4,-114.71227,84.52314,-209.31197,7124.00000
28,1,5,-135.82522,77.51748,-199.61327,6940.00000
28,2,0,-153.12471,96.45208,-196.68740,9814.00000
28,2,1,-142.98481,117.57694,-192.63424,10131.00000
28,2,2,-122.27329,124.59556,-202.08734,9690.00000
28,2,3,-112.21459,111.06987,-215.08275,9703.00000
28,2,4,-121.12677,89.45104,-220.16128,10718.00000
28,2,5,-142.70184,82.29031,-210.21932,10440.00000
28,3,0,-162.47055,102.30166,-208.62432,12575.00000
28,3,1,-151.70950,125.03871,-204.12456,13132.00000
28,3,2,-129.63218,132.24036,-214.36058,12240.00000
28,3,3,-118.67349,117.89855,-228.29924,12445.00000
28,3,4,-128.24468,94.67953,-233.77088,13692.00000
28,3,5,-151.22794,87.16257,-223.11151,13177.00000
28,4,0,-171.53240,108.97837,-221.60074,13444.00000
28,4,1,-160.67090,132.54564,-216.78199,14582.00000
28,4,2,-138.12424,139.55075,-227.43543,12830.00000
28,4,3,-126.44462,124.54265,-242.13417,13282.00000
28,4,4,-136.21777,100.71446,-247.79482,14896.00000
28,4,5,-159.67869,93.13956,-236.84766,13924.00000
28,5,0,-180.11991,115.80298,-234.77687,13588.00000
28,5,1,-169.31176,139.52733,-229.78735,15226.00000
28,5,2,-146.69556,146.39941,-240.60815,12867.00000
28,5,3,-134.59503,130.99225,-255.75840,13492.00000
28,5,4,-144.42416,107.00666,-261.43019,15370.00000
28,5,5,-167.89829,99.48814,-250.47833,14057.00000
29,0,0,-158.65876,65.65219,-171.12395,6312.00000
29,0,1,-150.63711,53.68091,-181.98750,6431.00000
29,0,2,-156.09339,35.08326,-181.53641,6425.00000
29,0,3,-169.74094,29.66067,-169.78549,6418.00000
29,0,4,-178.29785,42.21653,-158.29475,6447.00000
29,0,5,-172.62337,59.79603,-159.15276,6304.00000
29,1,0,-165.07615,71.24710,-179.10047,6498.00000
29,1,1,-155.42161,56.97577,-192.12891,6582.00000
29,1,2,-161.97686,34.73684,-191.56037,6607.00000
29,1,3,-178.34873,28.23543,-177.46449,6575.00000
29,1,4,-188.63418,43.24970,-163.65399,6611.00000
29,1,5,-181.80199,64.25839,-164.77039,6553.00000
29,2,0,-174.17182,74.26620,-188.65930,9830.00000
29,2,1,-164.27610,59.62754,-202.01724,9913.00000
29,2,2,-170.96656,36.96779,-201.43355,9904.00000
29,2,3,-187.72952,30.31542,-187.00372,9904.00000
29,2,4,-198.22743,45.67772,-172.86107,9948.00000
29,2,5,-191.29166,67.10860,-174.01105,9820.00000
29,3,0,-184.71165,78.89010,-200.10208,12624.00000
29,3,1,-174.05860,63.15740,-214.47239,12691.00000
29,3,2,-181.21773,38.84045,-213.88991,12778.00000
29,3,3,-199.26466,31.67025,-198.34718,12757.00000
29,3,4,-210.42638,48.31917,-183.23249,12667.00000
29,3,5,-203.12197,71.27290,-184.33630,12698.00000
29,4,0,-196.29999,82.93511,-212.15476,13637.00000
29,4,1,-185.14739,66.45449,-227.18936,13632.00000
29,4,2,-192.40342,41.38257,-226.73588,13999.00000
29,4,3,-211.34908,33.77689,-210.41813,14094.00000
29,4,4,-222.73067,51.25810,-194.89990,13520.00000
29,4,5,-215.28203,75.22992,-195.84056,13875.00000
29,5,0,-208.12061,86.41216,-224.06301,13851.00000
29,5,1,-196.63698,69.44760,-239.55275,13774.00000
29,5,2,-203.76185,44.28153,-239.20607,14555.00000
29,5,3,-223.20396,36.50075,-222.45682,14685.00000
29,5,4,-234.57344,54.19186,-206.91697,13628.00000
29,5,5,-226.96033,78.83195,-207.85149,14181.00000
30,0,0,-179.67828,-44.76518,-156.44813,6485.00000
30,0,1,-168.06790,-58.01935,-164.54969,6593.00000
30,0,2,-167.98089,-75.83023,-156.80350,6427.00000
30,0,3,-178.56596,-79.74503,-142.42316,5882.00000
30,0,4,-188.81033,-68.61676,-135.00206,6079.00000
30,0,5,-190.20843,-50.51253,-141.28575,6508.00000
30,1,0,-188.01375,-44.30316,-164.56472,6676.00000
30,1,1,-174.09167,-60.19513,-174.27129,6775.00000
30,1,2,-174.02010,-81.50780,-164.99004,6624.00000
30,1,3,-186.69571,-86.19157,-147.73892,6022.00000
30,1,4,-199.00555,-72.85706,-138.83570,6217.00000
30,1,5,-200.63265,-51.22009,-146.39528,6740.00000
30,2,0,-198.05507,-47.47692,-173.07292,10082.00000
30,2,1,-183.80656,-63.69154,-183.02662,10198.00000
30,2,2,-183.70734,-85.44591,-173.57694,9947.00000
30,2,3,-196.68013,-90.23079,-155.92548,9054.00000
30,2,4,-209.30312,-76.61219,-146.78411,9362.00000
30,2,5,-210.96737,-54.52828,-154.49720,10142.00000
30,3,0,-210.09112,-50.19695,-183.64345,13026.00000
30,3,1,-194.76155,-67.65180,-194.33886,13123.00000
30,3,2,-194.63726,-90.98812,-184.22295,12760.00000
30,3,3,-208.61875,-96.17491,-165.19024,11656.00000
30,3,4,-222.17904,-81.40764,-155.42561,11964.00000
30,3,5,-223.98172,-57.78403,-163.64385,13076.00000
30,4,0,-222.85041,-53.82449,-194.60580,14312.00000
30,4,1,-206.87062,-72.03272,-205.76359,14344.00000
30,4,2,-206.69735,-96.29682,-195.29486,13895.00000
30,4,3,-221.18002,-101.68648,-175.54260,12676.00000
30,4,4,-235.44951,-86.01873,-165.34436,12813.00000
30,4,5,-237.37282,-61.72324,-173.72051,14329.00000
30,5,0,-235.49546,-58.04483,-205.33144,14802.00000
30,5,1,-219.25382,-76.54720,-216.68015,14824.00000
30,5,2,-219.04715,-101.14192,-206.11559,14325.00000
30,5,3,-233.67337,-106.65284,-186.18117,12919.00000
30,5,4,-248.42121,-90.37895,-175.66524,13009.00000
30,5,5,-250.33176,-66.03511,-184.04294,14851.00000
31,0,0,-188.73506,-16.51874,-151.23162,6313.00000
31,0,1,-199.44421,-21.89253,-135.85473,6554.00000
31,0,2,-208.12639,-9.43101,-123.52304,6243.00000
31,0,3,-206.22659,7.54112,-126.40402,6268.00000
31,0,4,-195.75739,14.23186,-141.45145,6951.00000
31,0,5,-186.79715,1.22640,-154.21283,6795.00000
31,1,0,-196.12550,-19.02473,-159.90193,6521.00000
31,1,1,-208.92333,-25.51344,-141.54802,6701.00000
31,1,2,-219.29884,-10.65604,-126.79626,6457.00000
31,1,3,-217.00559,9.73852,-130.27253,6441.00000
31,1,4,-204.46161,17.76045,-148.30571,7124.00000
31,1,5,-193.75806,2.22729,-163.57188,6940.00000
31,2,0,-207.04425,-19.47807,-167.89698,9814.00000
31,2,1,-220.10379,-26.11009,-149.16277,10131.00000
31,2,2,-230.67576,-10.98176,-134.09772,9690.00000
31,2,3,-228.32296,9.86313,-137.69735,9703.00000
31,2,4,-215.49641,18.12554,-156.13114,10718.00000
31,2,5,-204.53728,2.23407,-171.71833,10440.00000
31,3,0,-219.60887,-20.69056,-178.12991,12575.00000
31,3,1,-233.58294,-28.00745,-158.02494,13132.00000
31,3,2,-244.74173,-11.64566,-142.15605,12240.00000
31,3,3,-242.33721,10.73539,-145.81303,12445.00000
31,3,4,-228.57233,19.62043,-165.61842,13692.00000
31,3,5,-216.93842,2.59488,-182.14537,13177.00000
31,4,0,-233.46314,-21.49033,-188.25425,13444.00000
31,4,1,-247.86007,-29.34970,-167.57654,14582.00000
31,4,2,-259.11846,-12.34512,-151.60744,12830.00000
31,4,3,-256.66584,11.27539,-155.31768,13282.00000
31,4,4,-242.56709,20.45185,-175.62427,14896.00000
31,4,5,-230.72357,2.98329,-192.42352,13924.00000
31,5,0,-247.53891,-21.94774,-198.03150,13588.00000
31,5,1,-261.94765,-30.02251,-177.25308,15226.00000
31,5,2,-273.20967,-12.80648,-161.36023,12867.00000
31,5,3,-270.72632,11.54739,-165.10926,13492.00000
31,5,4,-256.51712,20.77348,-185.53150,15370.00000
31,5,5,-244.71411,3.26630,-202.31523,14057.00000
32,0,0,-167.29175,-23.61448,-173.84488,6312.00000
32,0,1,-164.83477,-6.10120,-177.43986,6431.00000
32,0,2,-150.59497,-0.62040,-189.39963,6425.00000
32,0,3,-139.45564,-13.61671,-197.19422,6418.00000
32,0,4,-141.97630,-32.13316,-193.49360,6447.00000
32,0,5,-155.69313,-36.72941,-181.97415,6304.00000
32,1,0,-176.98072,-25.35633,-180.10592,6498.00000
32,1,1,-174.09791,-4.37386,-184.35405,6582.00000
32,1,2,-157.05257,2.14319,-198.66661,6607.00000
32,1,3,-143.69288,-13.44876,-208.01596,6575.00000
32,1,4,-146.66421,-35.66657,-203.60138,6611.00000
32,1,5,-163.11335,-41.07185,-189.83551,6553.00000
32,2,0,-185.84118,-26.50103,-190.27447,9830.00000
32,2,1,-182.88071,-4.98661,-194.63511,9913.00000
32,2,2,-165.51047,1.64418,-209.22533,9904.00000
32,2,3,-151.83673,-14.32063,-218.79742,9904.00000
32,2,4,-154.86808,-37.04496,-214.25467,9948.00000
32,2,5,-171.65641,-42.57266,-200.24373,9820.00000
32,3,0,-197.20306,-28.15202,-201.74563,12624.00000
32,3,1,-194.02964,-5.01008,-206.42446,12691.00000
32,3,2,-175.41650,2.14548,-222.08509,12778.00000
32,3,3,-160.68418,-15.04283,-232.39044,12757.00000
32,3,4,-164.09736,-39.40663,-227.39244,12667.00000
32,3,5,-182.00138,-45.48254,-212.42661,12698.00000
32,4,0,-208.56192,-29.78552,-214.56073,13637.00000
32,4,1,-205.22575,-5.55935,-219.45897,13632.00000
32,4,2,-186.12434,1.98640,-235.57277,13999.00000
32,4,3,-170.59793,-16.02010,-246.42403,14094.00000
32,4,4,-174.39461,-41.17635,-241.06709,13520.00000
32,4,5,-192.96347,-47.76341,-225.48430,13875.00000
32,5,0,-219.40437,-31.37283,-227.73438,13851.00000
32,5,1,-215.97891,-6.42464,-232.77977,13774.00000
32,5,2,-196.86906,1.31386,-248.87774,14555.00000
32,5,3,-180.95172,-17.17876,-260.00137,14685.00000
32,5,4,-184.89397,-42.44379,-254.53650,13628.00000
32,5,5,-203.96144,-49.26101,-238.53887,14181.00000
33,0,0,-137.23355,-122.02161,-158.24635,6485.00000
33,0,1,-136.06629,-137.15052,-146.16898,6593.00000
33,0,2,-148.90468,-138.05103,-131.62240,6427.00000
33,0,3,-161.56432,-125.01984,-129.60109,5882.00000
33,0,4,-163.00879,-111.67582,-139.78484,6079.00000
33,0,5,-151.17780,-109.10523,-154.70537,6508.00000
33,1,0,-141.79970,-127.34043,-167.54329,6676.00000
33,1,1,-140.40053,-145.47398,-153.05836,6775.00000
33,1,2,-155.78903,-146.53454,-135.66739,6624.00000
33,1,3,-170.95103,-130.90090,-133.23576,6022.00000
33,1,4,-172.70905,-114.89508,-145.45590,6217.00000
33,1,5,-158.52920,-111.87520,-163.28187,6740.00000
33,2,0,-149.94677,-134.24345,-175.86578,10082.00000
33,2,1,-148.47894,-152.79778,-161.08090,10198.00000
33,2,2,-164.16325,-153.90649,-143.32331,9947.00000
33,2,3,-179.67436,-137.90617,-140.84189,9054.00000
33,2,4,-181.51509,-121.50676,-153.33356,9362.00000
33,2,5,-167.04538,-118.42147,-171.52886,10142.00000
33,3,0,-158.94258,-142.37652,-186.67919,13026.00000
33,3,1,-157.37208,-162.33104,-170.76033,13123.00000
33,3,2,-174.18043,-163.54228,-151.70927,12760.00000
33,3,3,-190.91858,-146.30306,-149.01250,11656.00000
33,3,4,-192.79709,-128.67537,-162.54164,11964.00000
33,3,5,-177.34025,-125.34191,-182.00539,13076.00000
33,4,0,-169.00525,-151.10585,-197.57290,14312.00000
33,4,1,-167.37528,-171.92007,-180.97468,14344.00000
33,4,2,-184.81156,-173.23151,-161.15984,13895.00000
33,4,3,-202.16671,-155.34882,-158.33924,12676.00000
33,4,4,-204.04725,-136.81163,-172.68975,12813.00000
33,4,5,-188.21402,-133.30308,-192.71794,14329.00000
33,5,0,-179.40967,-159.90545,-207.92002,14802.00000
33,5,1,-177.74894,-181.06602,-191.05605,14824.00000
33,5,2,-195.39246,-182.44260,-170.97212,14325.00000
33,5,3,-212.96196,-164.42400,-168.08765,12919.00000
33,5,4,-214.84867,-145.25169,-182.98013,13009.00000
33,5,5,-198.97407,-141.72608,-203.03072,14851.00000
34,0,0,-126.23033,-103.44713,-179.24674,6313.00000
34,0,1,-140.09585,-90.14543,-175.95665,6554.00000
34,0,2,-140.29065,-72.20689,-183.76120,6243.00000
34,0,3,-127.30569,-67.77397,-194.33014,6268.00000
34,0,4,-112.80622,-80.16929,-198.44309,6951.00000
34,0,5,-112.69462,-98.77557,-190.31445,6795.00000
34,1,0,-131.95666,-110.72130,-186.34383,6521.00000
34,1,1,-148.56678,-94.87358,-182.38052,6701.00000
34,1,2,-148.82460,-73.43818,-191.67916,6457.00000
34,1,3,-133.21130,-68.12599,-204.37905,6441.00000
34,1,4,-115.83433,-82.97878,-209.31197,7124.00000
34,1,5,-115.69581,-105.22326,-199.61327,6940.00000
34,2,0,-139.04952,-115.82494,-196.68740,9814.00000
34,2,1,-156.00706,-99.65337,-192.63424,10131.00000
34,2,2,-156.28195,-77.78668,-202.08734,9690.00000
34,2,3,-140.30994,-72.39995,-215.08275,9703.00000
34,2,4,-122.50323,-87.55653,-220.16128,10718.00000
34,2,5,-122.36004,-110.28842,-210.21932,10440.00000
34,3,0,-147.50082,-122.90574,-208.62432,12575.00000
34,3,1,-165.79970,-105.64524,-204.12456,13132.00000
34,3,2,-165.82661,-82.42303,-214.36058,12240.00000
34,3,3,-148.80032,-76.43255,-228.29924,12445.00000
34,3,4,-129.67538,-92.71037,-233.77088,13692.00000
34,3,5,-129.62854,-116.89161,-223.11151,13177.00000
34,4,0,-156.65102,-129.46085,-221.60074,13444.00000
34,4,1,-175.70844,-111.84827,-216.78199,14582.00000
34,4,2,-175.40339,-88.24042,-227.43543,12830.00000
34,4,3,-157.52064,-81.77020,-242.13417,13282.00000
34,4,4,-137.87875,-98.42833,-247.79482,14896.00000
34,4,5,-137.92443,-123.08177,-236.84766,13924.00000
34,5,0,-165.79529,-135.51914,-234.77687,13588.00000
34,5,1,-185.01860,-117.90875,-229.78735,15226.00000
34,5,2,-184.56554,-94.27588,-240.60815,12867.00000
34,5,3,-166.17319,-87.52866,-255.75840,13492.00000
34,5,4,-146.39891,-104.28868,-261.43019,15370.00000
34,5,5,-146.50227,-128.93725,-250.47833,14057.00000
35,0,0,-111.46721,-130.60582,-171.12395,6312.00000
35,0,1,-97.60301,-126.67610,-181.98750,6431.00000
35,0,2,-81.60168,-137.61233,-181.53641,6425.00000
35,0,3,-80.66182,-152.26759,-169.78549,6418.00000
35,0,4,-95.24738,-156.52572,-158.29475,6447.00000
35,0,5,-110.21296,-145.69661,-159.15276,6304.00000
35,1,0,-118.77136,-134.98020,-179.10047,6498.00000
35,1,1,-102.21511,-130.20826,-192.12891,6582.00000
35,1,2,-83.09031,-143.31489,-191.56037,6607.00000
35,1,3,-81.96629,-160.89451,-177.46449,6575.00000
35,1,4,-99.42408,-166.03689,-163.65399,6611.00000
35,1,5,-117.29327,-153.04704,-164.77039,6553.00000
35,2,0,-124.45341,-142.69774,-188.65930,9830.00000
35,2,1,-107.47328,-137.80995,-202.01724,9913.00000
35,2,2,-87.99004,-151.17520,-201.43355,9904.00000
35,2,3,-86.84329,-169.17342,-187.00372,9904.00000
35,2,4,-104.69774,-174.41031,-172.86107,9948.00000
35,2,5,-122.93645,-161.19149,-174.01105,9820.00000
35,3,0,-132.10799,-151.29285,-200.10208,12624.00000
35,3,1,-113.85333,-146.02287,-214.47239,12691.00000
35,3,2,-92.93883,-160.34596,-213.88991,12778.00000
35,3,3,-91.69637,-179.72532,-198.34718,12757.00000
35,3,4,-110.97960,-185.19595,-183.23249,12667.00000
35,3,5,-130.55270,-171.15595,-184.33630,12698.00000
35,4,0,-139.53601,-161.06404,-212.15476,13637.00000
35,4,1,-120.41567,-155.55008,-227.18936,13632.00000
35,4,2,-98.81309,-170.19862,-226.73588,13999.00000
35,4,3,-97.43420,-190.56730,-210.41813,14094.00000
35,4,4,-117.57691,-195.98985,-194.89990,13520.00000
35,4,5,-138.07371,-181.49806,-195.84056,13875.00000
35,5,0,-146.49566,-171.23165,-224.06301,13851.00000
35,5,1,-126.81277,-165.55240,-239.55275,13774.00000
35,5,2,-105.08011,-180.10530,-239.20607,14555.00000
35,5,3,-103.68810,-201.00024,-222.45682,14685.00000
35,5,4,-124.02671,-206.34641,-206.91697,13628.00000
35,5,5,-145.10825,-191.49171,-207.85149,14181.00000
36,0,0,-12.94942,-184.71739,-156.44813,6485.00000
36,0,1,3.24384,-177.77103,-164.54969,6593.00000
36,0,2,20.20989,-183.19214,-156.80350,6427.00000
36,0,3,20.66211,-194.46888,-142.42316,5882.00000
36,0,4,6.91282,-200.77303,-135.00206,6079.00000
36,0,5,-10.73736,-196.50819,-141.28575,6508.00000
36,1,0,-15.96464,-192.50212,-164.56472,6676.00000
36,1,1,3.45169,-184.17233,-174.27129,6775.00000
36,1,2,23.74336,-190.69024,-164.99004,6624.00000
36,1,3,24.28091,-204.19282,-147.73892,6022.00000
36,1,4,7.79509,-211.77959,-138.83570,6217.00000
36,1,5,-13.28570,-206.64085,-146.39528,6740.00000
36,2,0,-16.04914,-203.03273,-173.07292,10082.00000
36,2,1,3.77490,-194.49219,-183.02662,10198.00000
36,2,2,24.49520,-201.12029,-173.57694,9947.00000
36,2,3,25.03708,-214.93676,-155.92548,9054.00000
36,2,4,8.18430,-222.73356,-146.78411,9362.00000
36,2,5,-13.33303,-217.49205,-154.49720,10142.00000
36,3,0,-17.18159,-215.32023,-183.64345,13026.00000
36,3,1,4.15606,-206.13479,-194.33886,13123.00000
36,3,2,26.38862,-213.22790,-184.22295,12760.00000
36,3,3,27.00104,-228.12790,-165.19024,11656.00000
36,3,4,8.76616,-236.46116,-155.42561,11964.00000
36,3,5,-14.25827,-230.87552,-163.64385,13076.00000
36,4,0,-17.67443,-228.57601,-194.60580,14312.00000
36,4,1,4.58065,-219.00498,-205.76359,14344.00000
36,4,2,27.71073,-226.33821,-195.29486,13895.00000
36,4,3,28.36121,-241.77754,-175.54260,12676.00000
36,4,4,9.05078,-250.50703,-165.34436,12813.00000
36,4,5,-14.64995,-244.82849,-173.72051,14329.00000
36,5,0,-17.56818,-241.90632,-205.33144,14802.00000
36,5,1,5.04755,-232.17715,-216.68015,14824.00000
36,5,2,28.50239,-239.58078,-206.11559,14325.00000
36,5,3,29.22384,-255.19412,-186.18117,12919.00000
36,5,4,9.18912,-264.19123,-175.66524,13009.00000
36,5,5,-14.55365,-258.48562,-184.04294,14851.00000
37,0,0,-42.61208,-184.60227,-151.23162,6313.00000
37,0,1,-40.81061,-196.44787,-135.85473,6554.00000
37,0,2,-55.34516,-200.85429,-123.52304,6243.00000
37,0,3,-70.89955,-193.80280,-126.40402,6268.00000
37,0,4,-74.02767,-181.77845,-141.45145,6951.00000
37,0,5,-58.88987,-177.27566,-154.21283,6795.00000
37,1,0,-42.51252,-192.40540,-159.90193,6521.00000
37,1,1,-40.29614,-206.58198,-141.54802,6701.00000
37,1,2,-57.63257,-211.85848,-126.79626,6457.00000
37,1,3,-76.32029,-203.37520,-130.27253,6441.00000
37,1,4,-80.07330,-188.96626,-148.30571,7124.00000
37,1,5,-61.99282,-183.58659,-163.57188,6940.00000
37,2,0,-45.45545,-202.92983,-167.89698,9814.00000
37,2,1,-43.18363,-217.39959,-149.16277,10131.00000
37,2,2,-60.83845,-222.77923,-134.09772,9690.00000
37,2,3,-79.93607,-214.10016,-137.69735,9703.00000
37,2,4,-83.83047,-199.34816,-156.13114,10718.00000
37,2,5,-65.33022,-193.83613,-171.71833,10440.00000
37,3,0,-48.18498,-215.25417,-178.12991,12575.00000
37,3,1,-45.54443,-230.80535,-158.02494,13132.00000
37,3,2,-64.55367,-236.36191,-142.15605,12240.00000
37,3,3,-85.09628,-227.15895,-145.81303,12445.00000
37,3,4,-89.29287,-211.32215,-165.61842,13692.00000
37,3,5,-69.50554,-205.51883,-182.14537,13177.00000
37,4,0,-51.70556,-228.67752,-188.25425,13444.00000
37,4,1,-48.67975,-244.79848,-167.57654,14582.00000
37,4,2,-68.33110,-250.25114,-151.60744,12830.00000
37,4,3,-90.03764,-240.61943,-155.31768,13282.00000
37,4,4,-94.40822,-224.37503,-175.62427,14896.00000
37,4,5,-74.13478,-218.50926,-192.42352,13924.00000
37,5,0,-55.62018,-242.20571,-198.03150,13588.00000
37,5,1,-52.39317,-258.40448,-177.25308,15226.00000
37,5,2,-72.24674,-263.79525,-161.36023,12867.00000
37,5,3,-94.64126,-253.90768,-165.10926,13492.00000
37,5,4,-99.02490,-237.54291,-185.53150,15370.00000
37,5,5,-78.72725,-231.72760,-202.31523,14057.00000
38,0,0,-29.23729,-166.40118,-173.84488,6312.00000
38,0,1,-45.13416,-158.65254,-177.43986,6431.00000
38,0,2,-45.94637,-143.41603,-189.39963,6425.00000
38,0,3,-30.14390,-136.83799,-197.19422,6418.00000
38,0,4,-13.31263,-144.95717,-193.49360,6447.00000
38,0,5,-13.18008,-159.42297,-181.97415,6304.00000
38,1,0,-30.57475,-176.15420,-180.10592,6498.00000
38,1,1,-49.63942,-166.92854,-184.35405,6582.00000
38,1,2,-50.57020,-148.70358,-198.66661,6607.00000
38,1,3,-31.61301,-140.81593,-208.01596,6575.00000
38,1,4,-11.40081,-150.50752,-203.60138,6611.00000
38,1,5,-11.34314,-167.82191,-189.83551,6553.00000
38,2,0,-32.22410,-184.93473,-190.27447,9830.00000
38,2,1,-51.77070,-175.47083,-194.63511,9913.00000
38,2,2,-52.70926,-156.90172,-209.22533,9904.00000
38,2,3,-33.30041,-148.83062,-218.79742,9904.00000
38,2,4,-12.62501,-158.73581,-214.25467,9948.00000
38,2,5,-12.55574,-176.41062,-200.24373,9820.00000
38,3,0,-34.16493,-196.25070,-201.74563,12624.00000
38,3,1,-55.19358,-186.08135,-206.42446,12691.00000
38,3,2,-56.24715,-166.16801,-222.08509,12778.00000
38,3,3,-35.34756,-157.46822,-232.39044,12757.00000
38,3,4,-13.23094,-168.24318,-227.39244,12667.00000
38,3,5,-12.98505,-187.14846,-212.42661,12698.00000
38,4,0,-36.12146,-207.55840,-214.56073,13637.00000
38,4,1,-58.13099,-196.89921,-219.45897,13632.00000
38,4,2,-59.40476,-176.40093,-235.57277,13999.00000
38,4,3,-37.48163,-167.19875,-246.42403,14094.00000
38,4,4,-14.72986,-178.58331,-241.06709,13520.00000
38,4,5,-14.20329,-198.27887,-225.48430,13875.00000
38,5,0,-37.96234,-218.36068,-227.73438,13851.00000
38,5,1,-60.63096,-207.39346,-232.77977,13774.00000
38,5,2,-62.08543,-186.82759,-248.87774,14555.00000
38,5,3,-39.57918,-177.40384,-260.00137,14685.00000
38,5,4,-16.76894,-188.96046,-254.53650,13628.00000
38,5,5,-16.17754,-209.20134,-238.53887,14181.00000
39,0,0,73.64195,-168.22361,-158.24635,6485.00000
39,0,1,88.39110,-171.78857,-146.16898,6593.00000
39,0,2,85.28025,-184.27688,-131.62240,6427.00000
39,0,3,68.97481,-192.29005,-129.60109,5882.00000
39,0,4,55.83752,-189.54030,-139.78484,6079.00000
39,0,5,57.04872,-177.49400,-154.70537,6508.00000
39,1,0,77.28942,-174.20988,-167.54329,6676.00000
39,1,1,94.96782,-178.48277,-153.05836,6775.00000
39,1,2,91.22117,-193.44584,-135.66739,6624.00000
39,1,3,71.66738,-203.03469,-133.23576,6022.00000
39,1,4,55.90168,-199.76060,-145.45590,6217.00000
39,1,5,57.41142,-185.34157,-163.28187,6740.00000
39,2,0,81.33701,-184.09136,-175.86578,10082.00000
