cr,slice,sect,x,y,z,vol
77,0,0,-140.81638,-185.37171,-67.63358,6312.00000
77,0,1,-126.28280,-195.94044,-65.97449,6431.00000
77,0,2,-121.70857,-203.39484,-48.67260,6425.00000
77,0,3,-132.48293,-199.57174,-33.73803,6418.00000
77,0,4,-147.86377,-188.45219,-35.37901,6447.00000
77,0,5,-151.67900,-181.60440,-52.12794,6304.00000
77,1,0,-147.81369,-192.85998,-73.20802,6498.00000
77,1,1,-130.39739,-205.49546,-71.30060,6582.00000
77,1,2,-124.95829,-214.39450,-50.58616,6607.00000
77,1,3,-137.88512,-209.80775,-32.67362,6575.00000
77,1,4,-156.33379,-196.46812,-34.58397,6611.00000
77,1,5,-160.83558,-188.34684,-54.66055,6553.00000
77,2,0,-155.55424,-203.50340,-76.37327,9830.00000
77,2,1,-137.69683,-216.46154,-74.41129,9913.00000
77,2,2,-132.16501,-225.52903,-53.29857,9904.00000
77,2,3,-145.40236,-220.83376,-34.96287,9904.00000
77,2,4,-164.25848,-207.16522,-36.92222,9948.00000
77,2,5,-168.87768,-198.90239,-57.39412,9820.00000
77,3,0,-165.02812,-215.79989,-81.11115,12624.00000
77,3,1,-145.81876,-229.73262,-79.01573,12691.00000
77,3,2,-139.85786,-239.49464,-56.38661,12778.00000
77,3,3,-154.10620,-234.43566,-36.63640,12757.00000
77,3,4,-174.32446,-219.73375,-38.93871,12667.00000
77,3,5,-179.39792,-210.81479,-60.75976,12698.00000
77,4,0,-175.00909,-229.18608,-85.24746,13637.00000
77,4,1,-154.89538,-243.76696,-83.04130,13632.00000
77,4,2,-148.61934,-253.91754,-59.82420,13999.00000
77,4,3,-163.53824,-248.63077,-39.02685,14094.00000
77,4,4,-184.42351,-233.38515,-41.73332,13520.00000
77,4,5,-189.90868,-223.94697,-64.35740,13875.00000
77,5,0,-184.92697,-242.70795,-88.77139,13851.00000
77,5,1,-164.21745,-257.72777,-86.50795,13774.00000
77,5,2,-157.76576,-267.95638,-63.31385,14555.00000
77,5,3,-173.08830,-262.51991,-41.98926,14685.00000
77,5,4,-194.07156,-247.18400,-44.85980,13628.00000
77,5,5,-199.75155,-237.46938,-68.08330,14181.00000
78,0,0,-31.18693,-226.37288,-80.91300,6485.00000
78,0,1,-35.91208,-218.60382,-98.04262,6593.00000
78,0,2,-21.44114,-214.32622,-110.27097,6427.00000
78,0,3,-4.07535,-217.62228,-105.60948,5882.00000
78,0,4,0.57598,-224.33258,-90.87194,6079.00000
78,0,5,-12.36221,-229.19354,-77.52366,6508.00000
78,1,0,-34.50790,-237.36937,-82.81589,6676.00000
78,1,1,-40.16805,-228.05009,-103.35147,6775.00000
78,1,2,-22.82959,-222.95582,-117.97347,6624.00000
78,1,3,-2.01189,-226.89009,-112.37393,6022.00000
78,1,4,3.58377,-234.95736,-94.70429,6217.00000
78,1,5,-11.93562,-240.74822,-78.78048,6740.00000
78,2,0,-35.74868,-249.88603,-87.82427,10082.00000
78,2,1,-41.58052,-240.35911,-108.80610,10198.00000
78,2,2,-23.91192,-235.14569,-123.74597,9947.00000
78,2,3,-2.61350,-239.17439,-118.00933,9054.00000
78,2,4,3.15970,-247.43909,-99.93351,9362.00000
78,2,5,-12.67677,-253.35166,-83.67903,10142.00000
78,3,0,-38.04060,-265.10276,-93.03958,13026.00000
78,3,1,-44.29956,-254.84678,-115.61612,13123.00000
78,3,2,-25.36969,-249.24695,-131.65458,12760.00000
78,3,3,-2.39420,-253.58364,-125.49427,11656.00000
78,3,4,3.69909,-262.49263,-105.98008,11964.00000
78,3,5,-13.20695,-268.82391,-88.57421,13076.00000
78,4,0,-39.92753,-281.09235,-99.11446,14312.00000
78,4,1,-46.45270,-270.40437,-122.66394,14344.00000
78,4,2,-26.82654,-264.56292,-139.36911,13895.00000
78,4,3,-2.99010,-269.03842,-132.98620,12676.00000
78,4,4,3.30069,-278.45258,-112.37309,12813.00000
78,4,5,-13.99899,-284.99463,-94.42727,14329.00000
78,5,0,-41.39345,-296.84775,-105.62339,14802.00000
78,5,1,-48.03392,-285.98827,-129.55866,14824.00000
78,5,2,-28.18952,-280.05893,-146.51730,14325.00000
78,5,3,-4.09555,-284.58103,-140.13695,12919.00000
78,5,4,2.34890,-294.32519,-118.77241,13009.00000
78,5,5,-14.97985,-300.85887,-100.78674,14851.00000
79,0,0,-36.81548,-233.82934,-52.28052,6313.00000
79,0,1,-17.92707,-236.74069,-48.43805,6554.00000
79,0,2,-10.65116,-240.03124,-30.57821,6243.00000
79,0,3,-21.67687,-240.41128,-17.22712,6268.00000
79,0,4,-40.83177,-237.64617,-19.72494,6951.00000
79,0,5,-48.29979,-234.25739,-38.29981,6795.00000
79,1,0,-39.54681,-244.05069,-57.19343,6521.00000
79,1,1,-16.96033,-247.53571,-52.67022,6701.00000
79,1,2,-8.23727,-251.45992,-31.35083,6457.00000
79,1,3,-21.50171,-251.91328,-15.31554,6441.00000
79,1,4,-44.45807,-248.60200,-18.30541,7124.00000
79,1,5,-53.39761,-244.56331,-40.50168,6940.00000
79,2,0,-41.31917,-257.28562,-59.43858,9814.00000
79,2,1,-18.26188,-260.83925,-54.83001,10131.00000
79,2,2,-9.34197,-264.82288,-33.10088,9690.00000
79,2,3,-22.93956,-265.29789,-16.73377,9703.00000
79,2,4,-46.43680,-261.91274,-19.73587,10718.00000
79,2,5,-55.56145,-257.75987,-42.43161,10440.00000
79,3,0,-43.84696,-272.91618,-63.09212,12575.00000
79,3,1,-19.02467,-276.68235,-58.32856,13132.00000
79,3,2,-9.82085,-280.92122,-35.06120,12240.00000
79,3,3,-24.20852,-281.45344,-17.37566,12445.00000
79,3,4,-49.45148,-277.83136,-20.59169,13692.00000
79,3,5,-59.04881,-273.40626,-44.81289,13177.00000
79,4,0,-45.97400,-289.68916,-66.12953,13444.00000
79,4,1,-20.27728,-293.56768,-61.52039,14582.00000
79,4,2,-11.25822,-297.88769,-37.62660,12830.00000
79,4,3,-26.29139,-298.46326,-18.88141,13282.00000
79,4,4,-52.19883,-294.76606,-22.11793,14896.00000
79,4,5,-61.88475,-290.24340,-46.88409,13924.00000
79,5,0,-47.90135,-306.53362,-68.67525,13588.00000
79,5,1,-22.01899,-310.36907,-64.20882,15226.00000
79,5,2,-13.15832,-314.73558,-40.16241,12867.00000
79,5,3,-28.58006,-315.33782,-20.79386,13492.00000
79,5,4,-54.64572,-311.59214,-24.05591,15370.00000
79,5,5,-64.28519,-307.09757,-48.84271,14057.00000
80,0,0,-59.77069,-223.61679,-72.03618,6312.00000
80,0,1,-71.83466,-223.82256,-58.61628,6431.00000
80,0,2,-89.47556,-216.27795,-61.39558,6425.00000
80,0,3,-93.89414,-208.81875,-78.08632,6418.00000
80,0,4,-81.24865,-208.57384,-92.33198,6447.00000
80,0,5,-64.57869,-215.87731,-89.05376,6304.00000
80,1,0,-60.05467,-234.93921,-74.83491,6498.00000
80,1,1,-74.43783,-235.21590,-58.72065,6582.00000
80,1,2,-95.53102,-226.18109,-62.08432,6607.00000
80,1,3,-100.82878,-217.23525,-82.10697,6575.00000
80,1,4,-85.69685,-216.90416,-99.22023,6611.00000
80,1,5,-65.79455,-225.68832,-95.21680,6553.00000
80,2,0,-64.02789,-247.19456,-78.98669,9830.00000
80,2,1,-78.78130,-247.47616,-62.46677,9913.00000
80,2,2,-100.27543,-238.27064,-65.90595,9904.00000
80,2,3,-105.69706,-229.11545,-86.40618,9904.00000
80,2,4,-90.20151,-228.75817,-103.89850,9948.00000
80,2,5,-69.91423,-237.73930,-99.83951,9820.00000
80,3,0,-67.80038,-262.23747,-83.77050,12624.00000
80,3,1,-83.65628,-262.54540,-65.99392,12691.00000
80,3,2,-106.73295,-252.69497,-69.64671,12778.00000
80,3,3,-112.57406,-242.82836,-91.71957,12757.00000
80,3,4,-95.79557,-242.53903,-110.39103,12667.00000
80,3,5,-74.05604,-252.09756,-106.21087,12698.00000
80,4,0,-72.64167,-277.84659,-89.14042,13637.00000
80,4,1,-89.24618,-278.15630,-70.53330,13632.00000
80,4,2,-113.05707,-268.07589,-74.12262,13999.00000
80,4,3,-119.25654,-257.67903,-97.28564,14094.00000
80,4,4,-101.66982,-257.54382,-116.43342,13520.00000
80,4,5,-78.94011,-267.41661,-112.32200,13875.00000
80,5,0,-77.99152,-293.14241,-94.71182,13851.00000
80,5,1,-95.08781,-293.47101,-75.54907,13774.00000
80,5,2,-118.98046,-283.38628,-78.96297,14555.00000
80,5,3,-125.31991,-272.72559,-102.73763,14685.00000
80,5,4,-107.53927,-272.67083,-121.90984,13628.00000
80,5,5,-84.17692,-282.80746,-117.73654,14181.00000
81,0,0,44.13305,-235.62361,-36.02792,6485.00000
81,0,1,25.03550,-237.85742,-38.55824,6593.00000
81,0,2,17.88749,-234.65289,-56.33113,6427.00000
81,0,3,28.94876,-229.75303,-70.03527,5882.00000
81,0,4,45.58432,-227.66048,-68.38079,6079.00000
81,0,5,54.41967,-230.38003,-51.53611,6508.00000
81,1,0,47.28579,-246.80662,-35.27087,6676.00000
81,1,1,24.38960,-249.47848,-38.30765,6775.00000
81,1,2,15.86456,-245.65265,-59.59294,6624.00000
81,1,3,29.12473,-239.75965,-76.01396,6022.00000
81,1,4,49.08764,-237.26304,-74.04974,6217.00000
81,1,5,59.59590,-240.52846,-53.87880,6740.00000
81,2,0,49.46249,-259.90160,-37.93053,10082.00000
81,2,1,26.05019,-262.64320,-40.98954,10198.00000
81,2,2,17.32015,-258.74249,-62.69507,9947.00000
81,2,3,30.89455,-252.71314,-79.49224,9054.00000
81,2,4,51.33856,-250.15318,-77.52766,9362.00000
81,2,5,62.06749,-253.48593,-56.94263,10142.00000
81,3,0,52.54157,-275.70997,-40.07903,13026.00000
81,3,1,27.35250,-278.65044,-43.38422,13123.00000
81,3,2,17.96653,-274.47282,-66.65183,12760.00000
81,3,3,32.58288,-267.97276,-84.78304,11656.00000
81,3,4,54.60126,-265.24363,-82.53706,11964.00000
81,3,5,66.10716,-268.79519,-60.54015,13076.00000
81,4,0,55.47843,-292.40106,-43.06463,14312.00000
81,4,1,29.21018,-295.47554,-46.51659,14344.00000
81,4,2,19.39987,-291.14659,-70.67004,13895.00000
81,4,3,34.54506,-284.38643,-89.48150,12676.00000
81,4,4,57.75767,-281.55446,-86.98040,12813.00000
81,4,5,69.67068,-285.18529,-64.41877,14329.00000
81,5,0,58.08837,-308.93935,-46.58899,14802.00000
81,5,1,31.38892,-312.06998,-50.09049,14824.00000
81,5,2,21.40418,-307.70215,-74.54003,14325.00000
81,5,3,36.65572,-300.89770,-93.58649,12919.00000
81,5,4,60.68294,-297.97626,-90.92557,13009.00000
81,5,5,72.61351,-301.59274,-68.31934,14851.00000
82,0,0,68.75586,-231.67019,-19.14047,6313.00000
82,0,1,79.46776,-226.29072,-34.51346,6554.00000
82,0,2,97.63707,-219.12716,-33.37330,6243.00000
82,0,3,104.76123,-217.43236,-17.67819,6268.00000
82,0,4,95.09859,-222.45466,-1.48545,6951.00000
82,0,5,76.25171,-229.90069,-2.76321,6795.00000
82,1,0,69.32398,-243.27686,-20.15795,6521.00000
82,1,1,82.07861,-236.87751,-38.57321,6701.00000
82,1,2,103.77780,-228.31076,-37.24520,6457.00000
82,1,3,112.32544,-226.27986,-18.37472,6441.00000
82,1,4,100.74940,-232.29953,1.03293,7124.00000
82,1,5,78.22863,-241.21146,-0.48149,6940.00000
82,2,0,73.88005,-255.98536,-21.19800,9814.00000
82,2,1,86.89140,-249.45298,-40.00061,10131.00000
82,2,2,109.00881,-240.69846,-38.67101,9690.00000
82,2,3,117.72059,-238.65520,-19.35955,9703.00000
82,2,4,105.91986,-244.79560,0.53091,10718.00000
82,2,5,82.88540,-253.88311,-1.02899,10440.00000
82,3,0,78.32911,-271.56069,-22.48926,12575.00000
82,3,1,92.14953,-264.56163,-42.81241,13132.00000
82,3,2,115.70527,-255.27911,-41.07747,12240.00000
82,3,3,125.22831,-252.98683,-20.48321,12445.00000
82,3,4,112.56563,-259.59187,0.88732,13692.00000
82,3,5,88.03244,-269.24976,-0.90288,13177.00000
82,4,0,83.99059,-287.70850,-23.99878,13444.00000
82,4,1,98.03327,-280.58192,-45.17952,14582.00000
82,4,2,122.06484,-271.16392,-43.01055,12830.00000
82,4,3,132.23512,-268.67274,-21.37565,13282.00000
82,4,4,119.30025,-275.44161,0.58367,14896.00000
82,4,5,94.25768,-285.27658,-1.35990,13924.00000
82,5,0,90.14212,-303.64316,-25.47405,13588.00000
82,5,1,104.11043,-296.47946,-46.87789,15226.00000
82,5,2,128.23486,-287.08833,-44.50595,12867.00000
82,5,3,138.78361,-284.48403,-22.25118,13492.00000
82,5,4,125.75169,-291.27480,-0.15719,15370.00000
82,5,5,100.72266,-301.12694,-2.15457,14057.00000
83,0,0,40.36419,-238.94784,-6.39397,6312.00000
83,0,1,47.11284,-237.41835,10.27312,6431.00000
83,0,2,35.22910,-238.02542,25.57852,6425.00000
83,0,3,16.73919,-240.23452,22.93518,6418.00000
83,0,4,9.50899,-241.88867,5.38823,6447.00000
83,0,5,21.34334,-241.18651,-8.80436,6304.00000
83,1,0,43.97193,-249.78561,-8.76836,6498.00000
83,1,1,52.12456,-247.94019,11.15023,6582.00000
83,1,2,37.87613,-248.67155,29.43444,6607.00000
83,1,3,15.69735,-251.32275,26.26058,6575.00000
83,1,4,6.97323,-253.29814,5.23830,6611.00000
83,1,5,21.20655,-252.47649,-11.67406,6553.00000
83,2,0,45.79580,-263.19679,-8.59187,9830.00000
83,2,1,54.14992,-261.30586,11.83564,9913.00000
83,2,2,39.62208,-262.05688,30.46210,9904.00000
83,2,3,16.91719,-264.77390,27.20984,9904.00000
83,2,4,7.99928,-266.76777,5.69900,9948.00000
83,2,5,22.50478,-265.96232,-11.55358,9820.00000
83,3,0,48.64115,-279.16307,-9.21428,12624.00000
83,3,1,57.63978,-277.12593,12.74901,12691.00000
83,3,2,42.09066,-277.94327,32.76059,12778.00000
83,3,3,17.63812,-280.86220,29.26310,12757.00000
83,3,4,8.24487,-282.98976,6.07981,12667.00000
83,3,5,23.62104,-282.14293,-12.47558,12698.00000
83,4,0,50.97106,-296.20685,-9.22041,13637.00000
83,4,1,60.38100,-294.06645,13.77746,13632.00000
83,4,2,44.52232,-294.90429,34.49598,13999.00000
83,4,3,18.81688,-297.95411,30.89289,14094.00000
83,4,4,9.39233,-300.14725,6.76166,13520.00000
83,4,5,25.20140,-299.26910,-12.74007,13875.00000
83,5,0,52.81274,-313.23851,-8.82796,13851.00000
83,5,1,62.51003,-311.04101,14.85190,13774.00000
83,5,2,46.76069,-311.82796,35.72184,14555.00000
83,5,3,20.38980,-314.95955,32.00128,14685.00000
83,5,4,11.05125,-317.16716,7.67752,13628.00000
83,5,5,27.25319,-316.27753,-12.38918,14181.00000
84,0,0,108.92085,-199.68539,-83.82256,6485.00000
84,0,1,101.85907,-208.92401,-68.30198,6593.00000
84,0,2,83.84491,-216.08138,-69.52705,6427.00000
84,0,3,74.09623,-214.09685,-84.86292,5882.00000
84,0,4,79.73783,-206.15765,-98.61063,6079.00000
84,0,5,97.31798,-198.42795,-99.23703,6508.00000
84,1,0,116.38033,-207.77191,-87.63528,6676.00000
84,1,1,107.90815,-218.84421,-69.02821,6775.00000
84,1,2,86.35180,-227.41448,-70.52840,6624.00000
84,1,3,74.66102,-225.01620,-88.90729,6022.00000
84,1,4,81.42188,-215.51024,-105.41596,6217.00000
84,1,5,102.45471,-206.28526,-106.10353,6740.00000
84,2,0,121.82542,-219.23826,-92.34318,10082.00000
84,2,1,113.20367,-230.54863,-73.29716,10198.00000
84,2,2,91.21010,-239.30073,-74.79454,9947.00000
84,2,3,79.25424,-236.84291,-93.60355,9054.00000
84,2,4,86.13934,-227.12502,-110.53071,9362.00000
84,2,5,107.60573,-217.70928,-111.23681,10142.00000
84,3,0,129.38343,-232.48305,-97.95149,13026.00000
84,3,1,120.09152,-244.64994,-77.46522,13123.00000
84,3,2,96.50809,-254.04422,-79.04632,12760.00000
84,3,3,83.59515,-251.40997,-99.31812,11656.00000
84,3,4,91.12761,-240.91235,-117.49403,11964.00000
84,3,5,114.07465,-230.82902,-118.28379,13076.00000
84,4,0,136.69566,-246.87388,-103.91530,14312.00000
84,4,1,127.00577,-259.57099,-82.55462,14344.00000
84,4,2,102.50664,-269.35150,-84.13747,13895.00000
84,4,3,89.09439,-266.61113,-105.15056,12676.00000
84,4,4,97.16404,-255.52595,-124.25815,12813.00000
84,4,5,120.73044,-245.13696,-125.16574,14329.00000
84,5,0,143.39679,-261.47093,-109.81179,14802.00000
84,5,1,133.55643,-274.37826,-88.09798,14824.00000
84,5,2,108.74669,-284.30846,-89.65396,14325.00000
84,5,3,95.16080,-281.59504,-110.86100,12919.00000
84,5,4,103.57561,-270.09875,-130.60813,13009.00000
84,5,5,127.17541,-259.67302,-131.50960,14851.00000
85,0,0,128.20591,-181.10868,-97.60990,6313.00000
85,0,1,116.77752,-179.53943,-113.32428,6554.00000
85,0,2,119.86885,-167.03074,-128.04558,6243.00000
85,0,3,133.68156,-156.62208,-127.13385,6268.00000
85,0,4,145.91224,-157.19805,-111.93932,6951.00000
85,0,5,142.63866,-170.22635,-96.71342,6795.00000
85,1,0,133.64410,-191.15330,-99.97728,6521.00000
85,1,1,119.95222,-189.33662,-118.73857,6701.00000
85,1,2,123.61161,-174.40231,-136.33354,6457.00000
85,1,3,140.21657,-161.89942,-135.22237,6441.00000
85,1,4,154.87729,-162.58828,-117.01559,7124.00000
85,1,5,150.98290,-178.16316,-98.81785,6940.00000
85,2,0,140.94078,-200.82595,-106.02243,9814.00000
85,2,1,126.95794,-198.97619,-125.16830,10131.00000
85,2,2,130.65712,-183.74506,-143.11036,9690.00000
85,2,3,147.65681,-170.99135,-141.94594,9703.00000
85,2,4,162.68776,-171.65202,-123.33878,10718.00000
85,2,5,158.68147,-187.56339,-104.72749,10440.00000
85,3,0,149.50004,-213.06093,-112.43310,12575.00000
85,3,1,134.33921,-211.19359,-132.91929,13132.00000
85,3,2,138.55186,-194.87206,-151.89056,12240.00000
85,3,3,156.69759,-181.09897,-150.84113,12445.00000
85,3,4,172.85631,-181.81002,-130.86465,13692.00000
85,3,5,168.47691,-198.79345,-111.09748,13177.00000
85,4,0,158.58158,-225.47274,-120.08527,13444.00000
85,4,1,142.75076,-223.78705,-141.13645,14582.00000
85,4,2,147.39016,-207.01113,-160.31884,12830.00000
85,4,3,166.46364,-192.41731,-159.35341,13282.00000
85,4,4,183.08311,-193.10739,-138.89230,14896.00000
85,4,5,178.50897,-210.47276,-118.76383,13924.00000
85,5,0,167.73885,-237.52885,-128.13049,13588.00000
85,5,1,151.68853,-235.93057,-149.21104,15226.00000
85,5,2,156.53225,-219.06101,-168.38821,12867.00000
85,5,3,176.15886,-203.98516,-167.46722,13492.00000
85,5,4,192.86424,-204.66875,-146.86254,15370.00000
85,5,5,188.26106,-222.06690,-126.77222,14057.00000
86,0,0,132.78432,-191.20734,-67.63358,6312.00000
86,0,1,147.32690,-180.65101,-65.97449,6431.00000
86,0,2,155.82997,-178.60419,-48.67260,6425.00000
86,0,3,148.86453,-187.66982,-33.73803,6418.00000
86,0,4,133.53626,-198.86173,-35.37901,6447.00000
86,0,5,125.84466,-200.37415,-52.12794,6304.00000
86,1,0,137.74379,-200.17618,-73.20802,6498.00000
86,1,1,155.14279,-187.51687,-71.30060,6582.00000
86,1,2,165.28705,-185.09394,-50.58616,6607.00000
86,1,3,156.93018,-195.97070,-32.67362,6575.00000
86,1,4,138.54249,-209.39426,-34.58397,6611.00000
86,1,5,129.42756,-211.16610,-54.66055,6553.00000
86,2,0,145.47433,-210.82688,-76.37327,9830.00000
86,2,1,163.31650,-197.84776,-74.41129,9913.00000
86,2,2,173.64962,-195.38869,-53.29857,9904.00000
86,2,3,165.09358,-206.52725,-34.96287,9904.00000
86,2,4,146.26717,-220.23667,-36.92222,9948.00000
86,2,5,136.98134,-222.07643,-57.39412,9820.00000
86,3,0,154.24140,-223.63690,-81.11115,12624.00000
86,3,1,173.42822,-209.67316,-79.01573,12691.00000
86,3,2,184.55448,-207.02064,-56.38661,12778.00000
86,3,3,175.34012,-219.00831,-36.63640,12757.00000
86,3,4,155.10999,-233.69388,-38.93871,12667.00000
86,3,5,145.05977,-235.76292,-60.75976,12698.00000
86,4,0,163.88813,-237.26593,-85.24746,13637.00000
86,4,1,183.97085,-222.64240,-83.04130,13632.00000
86,4,2,195.56403,-219.81023,-59.82420,13999.00000
86,4,3,185.92582,-232.36525,-39.02685,14094.00000
86,4,4,164.97247,-247.51715,-41.73332,13520.00000
86,4,5,154.30121,-249.81731,-64.35740,13875.00000
86,5,0,173.68339,-250.87688,-88.77139,13851.00000
86,5,1,194.36769,-235.82234,-86.50795,13774.00000
86,5,2,206.08936,-232.84723,-63.31385,14555.00000
86,5,3,196.18404,-245.73987,-41.98926,14685.00000
86,5,4,175.11454,-260.95708,-44.85980,13628.00000
86,5,5,164.12017,-263.35708,-68.08330,14181.00000
87,0,0,205.65615,-99.61361,-80.91300,6485.00000
87,0,1,196.80718,-101.70672,-98.04262,6593.00000
87,0,2,197.21071,-86.62218,-110.27097,6427.00000
87,0,3,205.71177,-71.12488,-105.60948,5882.00000
87,0,4,213.53099,-68.77479,-90.87194,6079.00000
87,0,5,214.15592,-82.58187,-77.52366,6508.00000
87,1,0,215.08819,-106.17014,-82.81589,6676.00000
87,1,1,204.47595,-108.67345,-103.35147,6775.00000
87,1,2,204.98889,-90.60938,-117.97347,6624.00000
87,1,3,215.16363,-72.02632,-112.37393,6022.00000
87,1,4,224.56521,-69.19745,-94.70429,6217.00000
87,1,5,225.27689,-85.74675,-78.78048,6740.00000
87,2,0,226.60883,-111.21805,-87.82427,10082.00000
87,2,1,215.74604,-113.82048,-108.80610,10198.00000
87,2,2,216.24769,-95.40561,-123.74597,9947.00000
87,2,3,226.66078,-76.39454,-118.00933,9054.00000
87,2,4,236.30500,-73.45783,-99.93351,9362.00000
87,2,5,237.03445,-90.34630,-83.67903,10142.00000
87,3,0,240.37256,-118.10002,-93.03958,13026.00000
87,3,1,228.68441,-120.88338,-115.61612,13123.00000
87,3,2,229.20831,-101.14955,-131.65458,12760.00000
87,3,3,240.43257,-80.63868,-125.49427,11656.00000
87,3,4,250.78845,-77.59664,-105.98008,11964.00000
87,3,5,251.58560,-95.63172,-88.57421,13076.00000
87,4,0,254.99647,-124.83565,-99.11446,14312.00000
87,4,1,242.81520,-127.73870,-122.66394,14344.00000
87,4,2,243.32447,-107.26800,-139.36911,13895.00000
87,4,3,254.94679,-85.98120,-132.98620,12676.00000
87,4,4,265.84415,-82.90744,-112.37309,12813.00000
87,4,5,266.72011,-101.38202,-94.42727,14329.00000
87,5,0,269.52775,-131.09852,-105.62339,14802.00000
87,5,1,257.14775,-134.05821,-129.55866,14824.00000
87,5,2,257.64086,-113.35280,-146.51730,14325.00000
87,5,3,269.38708,-91.83548,-140.13695,12919.00000
87,5,4,280.64578,-88.71755,-118.77241,13009.00000
87,5,5,281.50480,-107.21720,-100.78674,14851.00000
88,0,0,211.00835,-107.27084,-52.28052,6313.00000
88,0,1,219.61405,-90.20656,-48.43805,6554.00000
88,0,2,224.99193,-84.30359,-30.57821,6243.00000
88,0,3,221.94623,-94.90710,-17.22712,6268.00000
88,0,4,213.39727,-112.27003,-19.72494,6951.00000
88,0,5,207.86660,-118.32535,-38.29981,6795.00000
88,1,0,219.88540,-113.02707,-57.19343,6521.00000
88,1,1,230.17945,-92.62298,-52.67022,6701.00000
88,1,2,236.60718,-85.53951,-31.35083,6457.00000
88,1,3,232.93941,-98.29484,-15.31554,6441.00000
88,1,4,222.69629,-119.10438,-18.30541,7124.00000
88,1,5,216.09280,-126.35837,-40.50168,6940.00000
88,2,0,231.92488,-118.80250,-59.43858,9814.00000
88,2,1,242.42967,-97.97184,-54.83001,10131.00000
88,2,2,248.97473,-90.71952,-33.10088,9690.00000
88,2,3,245.22461,-103.79838,-16.73377,9703.00000
88,2,4,234.74410,-125.09952,-19.73587,10718.00000
88,2,5,227.97481,-132.49427,-42.43161,10440.00000
88,3,0,246.00929,-126.03668,-63.09212,12575.00000
88,3,1,257.26164,-103.59310,-58.32856,13132.00000
88,3,2,264.13718,-96.14962,-35.06120,12240.00000
88,3,3,260.19732,-109.99757,-17.37566,12445.00000
88,3,4,248.95201,-132.88577,-20.59169,13692.00000
88,3,5,241.77776,-140.64595,-44.81289,13177.00000
88,4,0,261.30405,-133.24275,-66.12953,13444.00000
88,4,1,272.93347,-110.00225,-61.52039,14582.00000
88,4,2,279.82909,-102.75957,-37.62660,12830.00000
88,4,3,275.73098,-117.23482,-18.88141,13282.00000
88,4,4,264.20889,-140.73176,-22.11793,14896.00000
88,4,5,256.91447,-148.54605,-46.88409,13924.00000
88,5,0,276.72850,-140.28099,-68.67525,13588.00000
88,5,1,288.37433,-116.85062,-64.20882,15226.00000
88,5,2,295.26522,-109.77295,-40.16241,12867.00000
88,5,3,291.07240,-124.62600,-20.79386,13492.00000
88,5,4,279.45531,-148.25844,-24.05591,15370.00000
88,5,5,272.20197,-156.03722,-48.84271,14057.00000
89,0,0,194.20208,-125.94670,-72.03618,6312.00000
89,0,1,190.66981,-137.48380,-58.61628,6431.00000
89,0,2,178.04312,-151.92989,-61.39558,6425.00000
89,0,3,169.58358,-153.82718,-78.08632,6418.00000
89,0,4,173.25833,-141.72492,-92.33198,6447.00000
89,0,5,185.35564,-128.12775,-89.05376,6304.00000
89,1,0,204.88259,-129.71560,-74.83491,6498.00000
89,1,1,200.70110,-143.48030,-58.72065,6582.00000
89,1,2,185.59032,-160.74920,-62.08432,6607.00000
89,1,3,175.44523,-163.02326,-82.10697,6575.00000
89,1,4,179.80637,-148.52962,-99.22023,6611.00000
89,1,5,194.31075,-132.31587,-95.21680,6553.00000
89,2,0,215.31033,-137.28147,-78.98669,9830.00000
89,2,1,211.01910,-151.39981,-62.46677,9913.00000
89,2,2,195.62207,-168.99728,-65.90595,9904.00000
89,2,3,185.23959,-171.32445,-86.40618,9904.00000
89,2,4,189.68819,-156.47691,-103.89850,9948.00000
89,2,5,204.49887,-139.95787,-99.83951,9820.00000
89,3,0,228.45123,-145.51783,-83.77050,12624.00000
89,3,1,223.84433,-160.69285,-65.99392,12691.00000
89,3,2,207.34494,-179.59612,-69.64671,12778.00000
89,3,3,196.15623,-182.10238,-91.71957,12757.00000
89,3,4,201.06590,-166.05569,-110.39103,12667.00000
89,3,5,216.87449,-148.33392,-106.21087,12698.00000
89,4,0,241.80034,-154.94566,-89.14042,13637.00000
89,4,1,236.96381,-170.83319,-70.53330,13632.00000
89,4,2,220.01880,-190.36368,-74.12262,13999.00000
89,4,3,208.21506,-193.04691,-97.28564,14094.00000
89,4,4,213.52106,-176.27917,-116.43342,13520.00000
89,4,5,229.93451,-157.71279,-112.32200,13875.00000
89,5,0,254.69433,-164.76034,-94.71182,13851.00000
89,5,1,249.72380,-181.12142,-75.54907,13774.00000
89,5,2,232.74942,-200.72832,-78.96297,14555.00000
89,5,3,220.65151,-203.46316,-102.73763,14685.00000
89,5,4,226.09395,-186.53585,-121.90984,13628.00000
89,5,5,242.95381,-167.44933,-117.73654,14181.00000
90,0,0,205.80936,-99.29658,80.91300,6485.00000
90,0,1,201.95321,-91.06157,98.04262,6593.00000
90,0,2,190.38220,-100.74754,110.27097,6427.00000
90,0,3,183.51748,-117.03587,105.60948,5882.00000
90,0,4,186.53262,-124.62350,90.87194,6079.00000
90,0,5,197.74131,-116.53702,77.52366,6508.00000
90,1,0,216.80636,-102.61583,82.81589,6676.00000
90,1,1,212.17642,-92.74416,103.35147,6775.00000
90,1,2,198.33834,-104.36661,117.97347,6624.00000
90,1,3,190.09493,-123.88330,112.37393,6022.00000
