crystal,edep,x,y,z,slice_sect,time
70,563.391,-264.631,-31.389,-34.525,25,0.896
70,78.335,-277.518,-27.110,-49.811,35,0.965
70,305.356,-289.487,-21.771,-56.264,45,1.013
71,37.999,-287.550,-23.264,-76.350,40,1.081
69,66.872,-263.882,-25.464,-107.006,31,1.210
71,37.300,-261.617,-15.345,-116.508,35,1.258
