global_time,crystal,edep,x,y,z,slice_sect,time
 58181942534.78076,25,162.062,-97.922,197.157,-193.301,45,314858269.519
 58550135322.43359,24,757.944,-133.341,112.533,-168.665,01,44427099.398
 58550135322.43359,24,68.112,-129.859,116.211,-170.491,01,44427099.416
 58550135322.43359,24,17.213,-127.293,136.834,-169.546,10,44427099.485
 58550135322.43359,24,177.625,-125.388,144.730,-165.897,10,44427099.515
 58550135322.43359,24,151.106,-125.223,144.455,-166.092,10,44427099.516
 58950805291.05898,16,1097.386,150.844,26.278,-249.278,44,256915808.142
 58950805291.05898,16,99.419,150.805,24.623,-246.475,34,256915808.153
 58950805291.05898,16,0.593,166.084,42.883,-235.518,35,256915808.241
 58950805291.05898,16,135.602,166.722,44.051,-235.046,35,256915808.245
 59647702374.82745,37,314.659,-59.258,-244.226,-194.886,54,43460577.521
 59647702374.82745,37,578.299,-63.732,-249.871,-197.443,54,43460577.547
 59647702374.82745,36,643.946,47.885,-180.463,-157.234,02,43460577.274
 221144673.41763,1,91.780,65.900,106.622,-253.214,35,102508890.199
 715836373.90123,43,296.415,187.485,-88.557,-138.851,03,222365546.900
 715836373.90123,43,42.149,210.237,-85.657,-153.652,21,222365546.992
 715836373.90123,43,728.832,229.213,-87.543,-164.261,41,222365547.064
 715836373.90123,43,133.300,230.620,-91.286,-149.866,32,222365547.114
 715836373.90123,43,132.303,230.484,-85.591,-160.329,41,222365547.154
 1377257474.77747,43,428.034,200.327,-86.992,-112.088,02,3947274.180
 1787569132.80618,3,781.950,-30.566,85.026,-262.701,30,94769904.109
 1787569132.80618,3,19.784,-26.275,85.452,-263.581,30,94769904.124
 1787569132.80618,3,27.198,-15.204,82.717,-263.649,31,94769904.162
 1787569132.80618,3,343.068,-1.117,73.276,-268.937,32,94769904.221
 1975746108.92892,28,1109.466,-152.941,118.537,-238.441,42,35270914.617
 1975746108.92892,28,88.020,-146.962,116.017,-235.323,42,35270914.641
 1975746108.92892,28,8.533,-146.988,116.164,-235.357,42,35270914.641
 1975746108.92892,28,126.981,-161.048,119.830,-240.875,52,35270914.695
 1975746108.92892,27,929.164,-215.079,99.708,-168.509,34,35270914.562
 1975746108.92892,27,72.238,-208.706,101.919,-167.925,34,35270914.585
 2130010158.35291,7,3.163,-81.493,-23.946,-237.884,10,144401325.120
 2130010158.35291,7,420.778,-91.668,-27.688,-265.114,30,144401325.218
 2130010158.35291,7,458.310,-92.307,-29.885,-267.440,30,144401325.229
 2130010158.35291,7,229.149,-104.390,-92.111,-245.815,33,144401325.452
 2130010158.35291,7,84.081,-98.894,-92.107,-246.518,33,144401325.471
 2130010158.35291,7,137.519,-98.921,-92.133,-246.437,33,144401325.471
 2130010158.35291,2,572.169,102.056,72.408,-241.577,20,144401325.184
 2130010158.35291,2,16.135,153.898,73.355,-254.572,43,144401325.362
 2274411482.62943,32,840.440,-192.575,-40.935,-208.576,31,57278332.106
 2274411482.62943,32,235.856,-198.991,-36.374,-207.283,31,57278332.133
 2274411482.62943,32,7.267,-202.358,-32.453,-225.416,41,57278332.196
 2274411482.62943,32,130.119,-199.215,-29.314,-246.377,52,57278332.395
 2274411482.62943,30,216.782,-194.311,-92.504,-136.983,15,57278331.998
 2494291166.80947,19,816.246,128.365,192.280,-151.758,31,151036511.573
 2494291166.80947,18,96.357,119.901,199.350,-159.504,35,151036511.618
 2494291166.80947,18,76.643,84.491,225.730,-161.491,33,151036511.772
 2494291166.80947,18,126.203,84.304,226.036,-161.826,33,151036511.773
 2494291166.80947,18,97.526,70.845,218.258,-149.508,33,151036511.840
 2494291166.80947,18,120.025,71.071,218.312,-149.605,33,151036511.840
 2736432402.96310,37,157.550,-1.919,-240.554,-191.077,40,29049123.236
 2736432402.96310,37,758.738,-4.704,-245.800,-196.885,50,29049123.264
 2736432402.96310,36,255.712,15.090,-247.769,-187.385,55,29049123.338
 2765481525.17482,26,152.897,-124.339,125.891,-218.331,35,84840.757
 2765481525.17482,26,276.892,-124.954,122.566,-230.344,34,84840.798
 2765481525.17482,26,183.248,-124.548,122.086,-229.499,34,84840.802
 3222859870.96914,22,944.497,23.430,188.213,-191.753,21,80259614.752
 3222859870.96914,22,43.038,34.457,178.502,-198.691,21,80259614.806
 3222859870.96914,22,164.350,46.414,169.329,-198.014,22,80259614.856
 3222859870.96914,22,78.687,54.796,186.407,-213.486,32,80259614.938
 3222859870.96914,22,102.427,53.300,185.184,-209.940,32,80259614.952
 3323284217.99441,28,251.577,-163.258,116.565,-220.515,42,106424964.470
 3323284217.99441,28,445.666,-175.227,116.291,-229.892,52,106424964.521
 3323284217.99441,28,296.606,-177.816,116.589,-228.801,51,106424964.530
 3323284217.99441,28,3.863,-176.564,115.232,-230.119,52,106424964.538
 3323284217.99441,28,10.092,-170.232,96.765,-241.994,52,106424964.614
 3323284217.99441,29,99.747,-207.679,49.812,-221.993,40,106424965.219
 3429709181.47009,44,824.225,135.111,-56.655,-187.964,02,121059986.705
 3429709181.47009,44,65.361,131.008,-49.432,-200.230,03,121059986.754
 3429709181.47009,13,88.789,109.181,-12.386,-218.110,04,121059986.946
 3429709181.47009,13,54.991,96.791,-8.879,-248.450,21,121059987.055
 3429709181.47009,13,7.149,96.506,-7.310,-247.918,21,121059987.061
 3429709181.47009,13,123.376,95.427,-5.490,-246.078,21,121059987.070
 3550769167.37994,27,165.272,-196.574,79.759,-142.407,13,79627546.163
 3550769167.37994,27,147.051,-220.502,104.036,-158.787,33,79627546.289
 3550769167.37994,27,76.530,-224.144,111.673,-160.273,43,79627546.318
 4344276479.34557,29,133.779,-179.512,41.760,-193.975,20,81129367.754
 4344276479.34557,29,341.357,-182.204,44.170,-198.009,20,81129367.772
 4344276479.34557,29,382.114,-183.655,43.950,-198.997,20,81129367.778
 4826148869.90732,13,796.851,134.896,24.782,-286.599,53,7064703.962
 4826148869.90732,13,92.957,144.269,18.553,-283.053,53,7064704.001
 5448219841.74660,8,319.428,-117.531,-2.261,-235.660,20,123517722.797
 5448219841.74660,8,320.782,-118.658,-1.520,-236.699,20,123517722.803
 5448219841.74660,8,208.505,-117.745,6.591,-242.197,20,123517722.835
 5448219841.74660,8,138.470,-120.649,6.028,-247.998,20,123517722.857
 5448219841.74660,8,184.815,-123.242,20.576,-246.386,35,123517722.907
 5650204016.13256,31,667.831,-216.109,-56.461,-168.065,30,121413673.565
 5650204016.13256,30,403.120,-219.624,-88.218,-197.508,40,121413673.710
 5650204016.13256,31,54.947,-238.132,-60.569,-215.251,50,121413673.836
 5650204016.13256,9,539.216,-11.266,-82.845,-285.319,45,121413673.624
 5650204016.13256,10,1.994,23.044,-149.698,-274.741,54,121413674.042
 5650204016.13256,40,127.604,42.355,-167.303,-220.717,33,121413674.242
 6176807925.98889,4,511.830,-53.557,81.322,-215.693,00,992124.954
 6176807925.98889,26,308.843,-79.504,151.308,-237.875,42,992125.214
 6176807925.98889,26,70.501,-79.528,151.330,-238.733,42,992125.217
 6176807925.98889,26,8.306,-78.522,152.137,-239.731,42,992125.222
 6345949768.04941,3,287.265,-42.966,61.863,-235.960,15,19059746.127
 6345949768.04941,4,298.447,-68.504,77.805,-269.452,31,19059746.277
 6345949768.04941,4,245.069,-84.986,91.587,-274.109,40,19059746.351
 6345949768.04941,4,34.118,-118.517,88.735,-277.430,53,19059746.463
 6345949768.04941,4,12.650,-131.312,91.174,-275.092,53,19059746.507
 6345949768.04941,26,953.791,-113.988,132.792,-187.693,15,19059746.157
 6345949768.04941,26,37.300,-113.929,128.761,-184.937,15,19059746.173
 6345949768.04941,26,13.021,-113.940,128.763,-184.902,15,19059746.173
 6345949768.04941,24,48.224,-129.984,144.274,-168.409,10,19059746.266
 6345949768.04941,24,1.672,-128.572,140.337,-166.709,10,19059746.281
 6345949768.04941,24,117.992,-128.653,138.908,-165.602,10,19059746.287
 6919562905.58816,36,935.922,38.963,-187.866,-138.772,04,161421392.920
 6919562905.58816,36,71.719,38.965,-187.863,-138.757,04,161421392.920
 6919562905.58816,36,164.359,33.740,-202.925,-133.670,04,161421392.976
 7412517158.40411,43,186.922,187.570,-70.528,-128.812,01,69693710.715
 7958958367.70624,24,392.519,-147.918,142.586,-133.137,04,29314312.852
 7958958367.70624,24,374.141,-170.317,149.669,-137.135,24,29314312.932
 8268880401.96182,0,944.673,47.851,65.860,-261.460,35,166214860.241
 8268880401.96182,0,1.660,47.919,65.906,-261.261,25,166214860.242
 9735862701.38040,43,551.643,188.815,-94.465,-133.063,03,274234054.808
 9735862701.38040,43,111.758,193.038,-107.066,-133.772,13,274234054.852
 9735862701.38040,39,204.456,163.509,-205.661,-160.878,42,274234055.207
 10010096755.35572,42,1058.399,182.144,-24.673,-163.343,01,31882874.932
 10010096755.35572,42,14.973,182.827,-21.346,-160.048,01,31882874.947
 10116973764.43892,14,165.611,87.288,-98.274,-207.806,03,28783039.289
 10116973764.43892,14,115.516,88.317,-99.258,-208.849,13,28783039.294
 10116973764.43892,14,264.668,93.304,-101.054,-211.753,13,28783039.315
 10116973764.43892,41,254.543,160.796,-102.558,-200.766,33,28783039.543
 10116973764.43892,41,161.432,161.225,-103.329,-197.232,33,28783039.555
 10116973764.43892,41,210.230,155.062,-116.187,-201.093,33,28783039.604
 10145756802.90726,18,143.833,53.319,173.505,-160.568,02,85778643.701
 10145756802.90726,18,20.195,54.115,172.937,-158.070,02,85778643.710
 10231535445.72836,22,961.397,41.647,162.717,-249.481,43,108950547.465
 10231535445.72836,1,24.460,43.720,126.161,-271.947,43,108950547.609
 10231535445.72836,1,95.528,31.909,93.408,-282.963,41,108950547.730
 10464463126.17170,22,281.240,51.810,148.910,-183.999,02,13476452.953
 10464463126.17170,18,890.760,73.079,193.462,-201.301,31,13476453.127
 10607313909.50326,4,549.167,-116.265,86.174,-245.261,34,161644577.197
 10607313909.50326,4,639.577,-116.062,95.070,-251.267,44,161644577.233
 10871182979.37146,18,1074.393,97.308,197.782,-159.336,25,19556740.789
 10871182979.37146,18,258.607,95.383,197.473,-158.763,24,19556740.796
 11151025763.93758,19,339.906,132.309,126.649,-163.359,05,19292778.821
 11151025763.93758,19,104.206,132.893,128.976,-161.810,05,19292778.830
 11355392985.28469,13,1110.077,100.793,-23.605,-211.983,05,19434679.293
 11426310438.25711,18,1049.828,78.232,199.577,-158.796,23,135304377.607
 11426310438.25711,18,118.176,77.974,190.957,-162.974,22,135304377.639
 11426310438.25711,18,11.553,75.092,189.484,-152.062,13,135304377.677
 11426310438.25711,18,8.042,66.675,190.875,-146.057,13,135304377.712
 11598019673.26919,31,1063.704,-219.710,-29.744,-148.052,23,164670484.202
 11598019673.26919,31,57.047,-219.010,-34.790,-135.261,13,164670484.248
 11598019673.26919,31,2.963,-190.488,-40.751,-131.825,02,164670484.375
 12308427323.39878,44,1083.829,188.578,-40.045,-204.279,35,331623888.329
 12308427323.39878,42,64.488,197.278,-20.976,-165.335,11,331623888.477
 12308427323.39878,42,8.772,199.844,-29.703,-157.249,15,331623888.518
 12308427323.39878,42,66.611,199.283,-31.019,-156.382,15,331623888.523
 12308427323.39878,42,109.299,199.799,-30.854,-157.523,15,331623888.527
 12308427323.39878,36,355.111,37.896,-197.288,-131.403,04,331623888.193
 12308427323.39878,36,555.248,12.304,-239.142,-197.270,50,331623888.467
 12308427323.39878,37,33.147,0.179,-249.103,-171.420,41,331623888.568
 12308427323.39878,37,228.494,2.180,-251.271,-167.529,41,331623888.584
 12805505607.06428,43,1058.040,189.327,-83.999,-126.201,02,17114287.056
 12805505607.06428,43,80.275,189.563,-78.862,-119.331,02,17114287.084
 12805505607.06428,5,905.743,-29.806,92.813,-218.005,00,17114287.042
 12822619893.30937,34,338.440,-128.552,-92.391,-209.027,23,209018731.792
 12822619893.30937,34,347.689,-129.546,-95.671,-211.134,23,209018731.805
 12822619893.30937,34,292.457,-129.226,-96.327,-211.047,23,209018731.808
 12822619893.30937,34,20.400,-129.487,-96.200,-210.852,23,209018731.809
 12822619893.30937,34,173.013,-129.784,-95.096,-210.422,23,209018731.813
 13156742885.58040,16,1073.919,144.397,37.614,-197.154,05,279241739.266
 13156742885.58040,16,68.996,146.846,32.167,-189.151,05,279241739.300
 13156742885.58040,16,190.085,147.877,30.438,-189.854,05,279241739.307
 13435984624.02127,0,521.467,45.398,74.595,-302.884,55,39364140.154
 13475348763.12328,26,981.184,-117.428,136.618,-241.267,44,95501168.460
 13475348763.12328,26,13.304,-103.042,146.218,-244.238,43,95501168.518
 13475348763.12328,26,150.497,-98.088,148.609,-247.034,43,95501168.539
 13475348763.12328,26,188.015,-98.429,147.983,-247.721,43,95501168.542
 13640935906.58110,30,73.178,-190.888,-76.546,-159.506,20,45776800.198
 13640935906.58110,30,96.602,-213.238,-90.243,-172.662,35,45776800.296
 13640935906.58110,30,233.000,-221.538,-92.124,-176.418,45,45776800.327
 13640935906.58110,30,48.661,-227.572,-89.562,-182.864,45,45776800.358
 13640935906.58110,30,12.254,-227.957,-89.303,-183.683,45,45776800.361
 13686712705.91134,37,967.079,-19.373,-211.222,-107.857,02,72720226.639
 13759432931.75687,44,1033.437,175.397,-95.021,-231.806,42,222345835.305
 13759432931.75687,44,299.563,177.142,-95.563,-228.964,42,222345835.316
 14263890558.68355,18,1049.308,84.798,169.602,-157.821,00,45335468.244
 14263890558.68355,18,91.437,84.312,169.000,-158.190,00,45335468.247
 14263890558.68355,18,3.688,67.578,174.116,-149.773,02,45335468.312
 14263890558.68355,18,188.567,60.242,178.912,-142.555,03,45335468.350
 14309226026.10442,35,995.870,-82.083,-187.106,-182.779,24,68253034.005
 14309226026.10442,35,168.046,-104.533,-183.396,-171.058,25,68253034.090
 14309226026.10442,35,55.511,-97.305,-195.124,-170.729,35,68253034.136
 14309226026.10442,35,113.572,-98.053,-191.945,-169.274,35,68253034.148
 14377479059.19308,8,441.632,-169.236,26.242,-246.904,43,73880444.028
 15638087900.13140,7,561.148,-103.649,-73.510,-215.976,14,47008011.406
 15638087900.13140,34,610.852,-129.680,-89.331,-220.761,23,47008011.509
 15958422759.55191,12,938.875,29.472,-40.263,-309.989,53,99624583.595
 15958422759.55191,12,45.740,27.236,-43.860,-304.340,43,99624583.619
 15958422759.55191,12,187.384,30.532,-42.004,-297.114,43,99624583.646
 16058047342.09961,12,320.286,51.120,-22.305,-252.678,15,218551445.606
 16058047342.09961,12,724.463,67.604,-39.854,-281.955,40,218551445.733
 16058047342.09961,12,135.289,44.159,-49.351,-287.131,42,218551445.819
 16058047342.09961,12,152.962,51.953,-53.554,-289.240,42,218551445.849
 16058047342.09961,21,417.594,25.331,201.578,-158.467,15,218551445.637
 16058047342.09961,21,53.960,19.723,198.722,-161.831,15,218551445.661
 16058047342.09961,21,61.261,10.880,194.981,-156.572,00,218551445.697
 16058047342.09961,21,122.450,21.026,208.973,-152.412,14,218551445.756
 16322759039.79851,16,26.073,214.656,29.981,-228.041,51,27821699.848
 16350580738.59599,20,689.065,111.513,135.725,-186.602,11,27523534.557
 16350580738.59599,20,397.525,115.491,137.417,-186.535,11,27523534.571
 16350580738.59599,20,246.411,107.156,140.939,-168.175,00,27523534.639
 16706279469.81793,6,862.038,-35.924,11.710,-233.582,03,65930554.519
 16706279469.81793,6,35.009,-36.571,12.427,-233.317,03,65930554.522
 16706279469.81793,6,60.136,-37.477,16.905,-233.599,03,65930554.538
 16706279469.81793,8,132.612,-122.942,32.359,-239.713,24,65930554.989
 16859941805.61573,28,907.491,-128.270,52.282,-203.517,14,15666402.207
 16859941805.61573,28,258.420,-131.637,68.548,-202.053,04,15666402.262
 16859941805.61573,28,167.090,-131.667,68.190,-201.895,04,15666402.264
 17239198059.82067,13,535.972,119.510,-20.481,-227.869,14,71466022.315
 17239198059.82067,13,462.547,123.497,-19.960,-229.466,24,71466022.329
 17239198059.82067,44,79.881,141.727,-63.125,-214.226,23,71466022.493
 17239198059.82067,44,254.600,142.532,-68.880,-219.451,22,71466022.520
 17536957167.39785,41,632.563,152.270,-97.749,-177.448,13,45736938.642
 17536957167.39785,41,338.199,150.626,-103.234,-180.196,13,45736938.663
 17536957167.39785,41,31.595,151.069,-103.015,-178.036,13,45736938.670
 17536957167.39785,41,169.643,157.344,-103.045,-176.077,13,45736938.692
 17582694105.19427,4,832.674,-100.701,67.672,-251.996,33,104856335.352
 17582694105.19427,4,180.937,-91.292,92.430,-246.296,34,104856335.442
 17582694105.19427,4,59.017,-90.826,90.951,-245.931,34,104856335.448
 17582694105.19427,4,27.224,-90.679,91.765,-246.164,34,104856335.451
 17582694105.19427,4,72.147,-91.197,90.305,-245.019,34,104856335.457
 17687550439.61333,43,975.712,189.718,-92.309,-134.612,03,68111386.237
 17687550439.61333,43,35.131,188.396,-73.250,-149.146,10,68111386.317
 17687550439.61333,43,46.192,180.238,-62.355,-153.814,00,68111386.365
 17687550439.61333,43,23.460,177.687,-59.176,-151.652,00,68111386.380
 17687550439.61333,43,34.001,177.329,-55.698,-149.965,00,68111386.393
 17819700103.45713,31,406.530,-181.144,-36.286,-161.993,05,125292681.814
 17819700103.45713,31,687.583,-202.944,-64.114,-182.890,30,125292681.951
 17819700103.45713,32,238.887,-184.039,-55.754,-189.781,20,125292682.023
 17819700103.45713,24,406.053,-146.428,107.727,-170.613,12,125292681.825
 17944992784.45068,30,680.507,-183.645,-75.457,-148.437,15,38910075.499
 17944992784.45068,30,294.452,-187.766,-96.238,-146.822,15,38910075.570
 17944992784.45068,30,197.041,-190.424,-92.549,-146.680,15,38910075.585
 17994580183.77055,10,304.549,28.149,-116.748,-292.661,51,26798636.206
 17994580183.77055,20,402.980,107.457,116.463,-187.100,02,26798635.968
 17994580183.77055,20,173.245,107.557,116.936,-187.262,02,26798635.970
 17994580183.77055,20,595.774,105.691,121.592,-191.009,02,26798635.991
 18147766700.36595,40,16.031,96.556,-128.746,-177.091,00,6717367.473
 18147766700.36595,39,57.963,106.689,-152.313,-173.016,10,6717367.559
 18147766700.36595,39,33.638,108.309,-151.813,-173.290,10,6717367.565
 18147766700.36595,40,120.534,108.156,-150.134,-203.853,30,6717367.667
 18873309623.54179,32,522.252,-143.393,-52.052,-205.785,14,16425646.744
 18873309623.54179,7,254.022,-131.743,-45.370,-264.266,45,16425646.944
 18873309623.54179,8,186.615,-139.674,-16.455,-279.334,51,16425647.056
 18873309623.54179,8,26.420,-157.582,-24.308,-275.443,51,16425647.122
 18976954765.94392,12,4.467,63.286,-55.321,-257.226,21,403321351.432
 18976954765.94392,12,789.993,72.863,-66.912,-307.867,51,403321351.608
 18976954765.94392,12,220.381,59.030,-63.266,-312.588,51,403321351.659
 18976954765.94392,12,32.146,60.211,-63.434,-312.735,51,403321351.663
 18976954765.94392,12,125.014,65.898,-50.623,-306.314,50,403321351.714
 19392678726.01259,38,265.175,-20.155,-179.426,-194.199,21,405429500.767
 20454680283.58885,12,502.271,72.556,-42.868,-230.419,00,7857665.165
 20454680283.58885,12,238.133,58.069,-54.781,-254.866,21,7857665.267
 20454680283.58885,12,273.843,40.030,-44.902,-266.032,22,7857665.346
 20454680283.58885,12,157.753,45.049,-44.215,-262.889,22,7857665.365
 20741876581.06028,36,840.915,58.728,-215.382,-141.185,24,22550325.931
 21051620486.86187,0,20.490,60.351,5.145,-253.877,22,65472347.021
 21051620486.86187,0,409.519,64.824,13.072,-267.635,32,65472347.076
 21327140497.42824,33,871.369,-131.944,-134.087,-146.046,05,65610116.374
 21327140497.42824,10,160.698,-7.407,-104.804,-216.386,05,65610116.861
 21392750613.00792,4,835.610,-63.430,59.375,-264.320,31,4103193.934
 21392750613.00792,12,106.215,30.944,-34.084,-295.649,43,4103194.389
 21392750613.00792,12,106.205,30.378,-35.031,-297.379,43,4103194.396
 21392750613.00792,12,123.970,30.907,-36.950,-289.963,43,4103194.421
 21807470833.96943,31,948.725,-207.505,-51.174,-127.065,12,96498974.638
 21903969807.77794,34,791.008,-127.184,-119.485,-192.887,11,29217260.738
 21903969807.77794,33,225.837,-138.928,-138.980,-175.086,25,29217260.835
 21903969807.77794,34,155.155,-136.024,-131.801,-184.942,21,29217260.877
 22254892596.46817,0,56.951,41.593,50.209,-235.247,05,54595538.505
 22254892596.46817,3,136.208,9.076,45.809,-248.997,13,54595538.623
 22254892596.46817,3,272.268,8.487,44.067,-267.185,23,54595538.684
 22309488134.10265,33,228.501,-160.128,-138.220,-157.052,24,104459865.729
 22309488134.10265,30,220.463,-188.442,-144.318,-170.952,43,104459865.836
 22309488134.10265,30,8.759,-206.795,-137.005,-191.573,53,104459865.932
 22413947998.95300,36,840.487,60.763,-214.900,-181.879,32,152737774.861
 22732228221.47198,22,494.684,0.823,166.394,-225.065,35,24943275.909
 22732228221.47198,5,73.608,-13.903,163.090,-258.774,43,24943276.032
 22732228221.47198,5,231.390,-22.307,160.350,-266.752,53,24943276.072
 22732228221.47198,5,152.504,-29.749,161.001,-264.731,53,24943276.098
 22732228221.47198,5,219.815,-32.279,165.788,-273.467,53,24943276.132
 22757171496.44733,29,479.583,-187.202,-1.513,-168.553,13,17178862.871
 22757171496.44733,29,108.102,-210.518,-0.630,-170.021,24,17178862.949
 22757171496.44733,29,745.315,-212.927,-0.494,-171.281,24,17178862.958
 22846126202.23230,30,1058.992,-181.489,-136.772,-149.934,23,176009100.089
 22846126202.23230,30,274.008,-181.066,-136.763,-150.027,23,176009100.091
 23172093565.71939,11,641.582,-30.333,-126.483,-210.952,11,36854320.025
 23172093565.71939,11,319.854,-37.495,-124.164,-216.376,12,36854320.056
 23172093565.71939,11,210.563,-37.516,-124.169,-216.284,12,36854320.056
 23470526796.58579,35,1107.943,-75.718,-176.248,-154.638,04,61348620.084
 23470526796.58579,35,225.057,-74.292,-174.700,-153.745,04,61348620.091
 23627544167.06913,28,61.589,-138.116,87.962,-232.736,33,132977745.130
 23848378346.16377,42,1039.000,189.244,-3.821,-151.611,02,52254939.416
 23848378346.16377,42,34.663,186.943,6.648,-145.655,02,52254939.457
 23848378346.16377,18,106.577,51.295,172.319,-159.536,02,52254940.172
 23848378346.16377,18,152.760,51.815,172.227,-159.871,02,52254940.174
 23848378346.16377,41,503.501,133.295,-111.575,-165.483,04,52254939.407
 23848378346.16377,41,326.272,131.397,-144.026,-180.490,20,52254939.527
 23848378346.16377,41,192.591,139.051,-154.971,-168.195,25,52254939.587
 23848378346.16377,41,149.635,139.055,-154.703,-168.254,25,52254939.588
 23900633284.77029,33,51.276,-134.547,-191.837,-135.646,22,201748782.418
 23900633284.77029,33,244.637,-145.499,-202.771,-146.258,32,201748782.481
 23900633284.77029,33,385.720,-145.715,-203.587,-147.061,32,201748782.485
 23900633284.77029,33,413.089,-144.396,-204.365,-157.523,42,201748782.520
 24102382066.28518,17,535.219,161.938,131.425,-225.142,43,36384883.200
 24167859378.84394,6,812.291,-41.989,18.395,-252.172,13,279314287.118
 24167859378.84394,0,153.973,28.833,37.935,-265.241,24,279314287.366
 24167859378.84394,0,205.736,31.205,34.431,-243.799,04,279314287.439
 24478463666.77399,30,913.247,-194.910,-120.921,-141.477,24,297495579.254
 25119855988.37756,37,228.390,-38.756,-235.321,-193.343,45,21177550.101
 25119855988.37756,37,856.987,-46.166,-247.689,-200.025,55,21177550.154
 25119855988.37756,37,121.104,-45.778,-247.604,-199.006,55,21177550.158
 25119855988.37756,37,126.519,-45.659,-248.157,-200.567,55,21177550.163
 25455246906.61096,16,219.651,167.026,6.399,-254.203,43,15754653.864
 25455246906.61096,16,746.080,167.296,6.764,-255.125,43,15754653.867
 25455246906.61096,16,79.729,165.428,3.522,-251.357,43,15754653.885
 25455246906.61096,16,126.540,168.046,4.334,-251.515,43,15754653.894
 25622616531.86561,26,706.787,-151.666,152.994,-242.486,55,234882297.917
 25622616531.86561,26,23.948,-152.499,153.447,-242.138,55,234882297.920
 26306817217.10215,22,770.982,39.421,176.704,-180.781,11,126029654.604
 26306817217.10215,20,7.328,79.640,160.529,-197.656,25,126029654.760
 26306817217.10215,20,97.567,87.951,157.847,-199.015,25,126029654.789
 26306817217.10215,18,296.123,113.482,169.324,-182.789,20,126029654.897
 26432846870.85315,14,339.186,76.524,-92.173,-203.375,04,159844545.041
 26432846870.85315,14,993.814,87.099,-87.696,-246.480,25,159844545.190
 26592691415.10600,7,41.713,-120.316,-73.006,-240.390,34,26807020.039
 26640470327.71003,43,415.775,177.643,-98.366,-164.645,25,7570934.853
 26640470327.71003,15,102.180,202.903,45.688,-168.173,25,7570934.873
 26640470327.71003,15,81.506,221.328,54.595,-195.276,40,7570934.986
 26648041261.69085,27,253.555,-172.448,86.785,-169.416,15,177510780.145
 26648041261.69085,27,470.604,-212.107,81.535,-195.263,40,177510780.304
 26648041261.69085,27,447.840,-215.771,80.590,-192.870,40,177510780.319
 26909091320.05430,32,338.099,-135.948,-19.844,-192.784,02,31602342.342
 26909091320.05430,8,666.673,-140.072,-16.781,-225.033,21,31602342.451
 26909091320.05430,28,14.616,-165.906,45.597,-210.452,25,31602342.681
 26909091320.05430,28,14.752,-178.475,61.066,-209.974,30,31602342.748
 26909091320.05430,28,139.226,-183.757,66.185,-206.249,30,31602342.775
 26909091320.05430,28,7.708,-174.156,69.589,-213.095,30,31602342.816
 26909091320.05430,28,151.926,-163.292,65.103,-221.902,35,31602342.865
 26942693956.28306,22,941.155,34.206,162.582,-216.555,23,90431409.637
 26942693956.28306,22,18.277,27.575,165.560,-184.536,01,90431409.746
 26942693956.28306,22,39.528,28.039,168.429,-180.586,01,90431409.762
 26942693956.28306,22,17.028,29.241,165.401,-171.688,01,90431409.794
 26942693956.28306,22,52.888,29.043,165.714,-171.074,01,90431409.796
 26942693956.28306,22,103.124,24.816,166.298,-182.404,01,90431409.837
 27033125365.00913,15,410.695,198.840,27.617,-146.755,14,11074735.025
 27033125365.00913,15,463.076,199.507,27.126,-147.014,14,11074735.027
 27033125365.00913,15,71.542,202.016,33.368,-150.516,14,11074735.053
 27033125365.00913,15,73.063,212.303,32.199,-156.065,24,11074735.092
 27033125365.00913,15,3.232,214.811,27.990,-148.476,24,11074735.122
 27374858321.40198,36,20.634,13.614,-190.471,-154.525,00,75244228.428
 27374858321.40198,36,868.751,14.442,-219.388,-172.669,30,75244228.542
 27374858321.40198,40,101.016,51.290,-165.382,-183.323,12,75244228.762
 27450102549.01022,35,136.377,-82.158,-147.998,-180.572,01,9368649.986
 27450102549.01022,35,579.681,-83.559,-160.842,-199.989,21,9368650.064
 27450102549.01022,38,196.634,-37.043,-199.165,-225.045,41,9368650.281
 27450102549.01022,38,420.308,-35.645,-206.141,-223.466,41,9368650.306
 27744969452.16199,28,333.284,-165.872,55.652,-232.471,35,28977879.377
 28230650856.64656,14,224.983,83.621,-48.405,-223.501,00,95318622.506
 28230650856.64656,14,157.512,83.278,-49.843,-227.272,10,95318622.520
 28230650856.64656,14,567.796,81.927,-65.302,-241.288,20,95318622.590
 28230650856.64656,14,102.178,88.214,-69.537,-225.154,00,95318622.649
 28230650856.64656,14,119.531,89.352,-66.302,-229.833,10,95318622.669
 28325969478.34082,40,564.581,54.001,-175.758,-236.319,43,7739014.924
 28325969478.34082,40,31.066,75.565,-188.058,-245.656,52,7739015.013
 28325969478.34082,35,565.535,-79.509,-173.094,-155.938,05,7739014.746
 28325969478.34082,33,154.533,-163.949,-181.989,-184.678,45,7739015.055
 28325969478.34082,33,40.218,-163.617,-181.853,-184.233,45,7739015.057
 28325969478.34082,33,133.916,-162.850,-181.374,-184.794,45,7739015.060
 28638020221.71615,28,719.301,-150.357,73.081,-175.009,01,111679698.407
 28638020221.71615,28,284.696,-145.909,72.944,-183.030,01,111679698.438
 28638020221.71615,28,60.530,-148.507,74.498,-180.833,01,111679698.450
 28638020221.71615,28,24.356,-142.648,72.314,-185.374,00,111679698.476
 28638020221.71615,28,18.825,-146.237,78.437,-190.053,01,111679698.505
