num_of_inter,noth,crystal,edep,x,y,z,slice_sect,time
5,153,221.882,-187.259,-186.421,173.938,52,1.151
4,153,164.913,-182.510,-190.908,167.728,52,1.181
4,153,52.531,-185.483,-190.555,169.832,52,1.193
1,153,92.157,-184.679,-191.551,169.677,52,1.197
4,39,163.791,65.430,-211.168,-140.472,23,0.874
2,39,126.592,62.456,-243.744,-160.829,44,1.002
5,100,821.013,175.963,168.474,55.498,11,0.839
4,100,226.382,189.182,160.837,41.261,12,0.909
3,100,195.542,188.828,160.099,41.923,12,0.912
2,139,80.000,106.197,161.961,137.081,04,0.791
4,102,951.163,18.184,235.172,106.636,15,0.863
2,102,57.993,-1.323,238.916,94.569,13,0.941
3,102,50.085,-6.354,253.423,81.633,22,1.008
4,102,36.610,-11.483,258.492,82.974,23,1.033
4,102,184.150,-14.735,260.199,79.839,22,1.049
5,117,993.204,-297.080,-33.793,120.373,55,1.075
3,19,80.000,159.479,118.658,-132.899,03,0.798
1,64,66.634,-232.544,157.116,-40.566,31,0.946
3,64,242.588,-244.292,171.198,-55.362,41,1.024
2,64,170.778,-245.961,161.750,-50.911,41,1.062
1,144,71.007,-56.396,195.411,199.958,31,1.062
4,79,159.271,-41.556,-232.362,-46.594,00,0.883
5,79,13.373,-26.894,-233.144,-48.542,01,0.932
1,79,184.009,-16.605,-238.064,-44.846,01,0.972
1,69,1418.735,-202.446,-50.812,-111.959,02,0.790
4,23,252.298,16.157,162.617,-174.045,00,1.831
2,64,80.000,-208.748,117.710,-8.746,04,0.800
1,63,160.836,-203.455,186.851,-67.151,35,0.948
4,66,63.754,-228.482,178.658,-101.734,43,1.093
3,66,80.417,-228.421,178.484,-101.895,43,1.094
4,60,31.712,-159.430,192.470,-100.272,24,1.329
4,60,44.631,-159.213,192.785,-99.254,24,1.333
1,60,98.650,-159.830,192.657,-99.937,24,1.336
5,100,54.133,188.959,205.184,63.654,30,0.954
1,100,139.545,206.323,214.781,67.653,40,1.022
2,6,1414.552,-69.288,-4.976,-316.494,55,1.081
4,6,112.233,-56.181,-8.982,-309.963,54,1.131
1,29,80.000,-169.687,68.318,-153.567,05,0.797
1,89,263.179,180.080,-174.435,-71.344,23,0.869
1,89,216.821,187.129,-157.959,-79.872,13,0.936
2,12,880.000,45.484,-20.951,-248.221,14,0.845
3,92,577.581,228.597,-37.874,72.619,03,0.810
5,92,426.277,229.054,-38.389,72.560,03,0.812
4,125,12.606,-99.512,-214.099,-30.033,02,2.101
5,77,263.536,-131.787,-215.233,-41.453,12,2.216
1,71,1304.064,-269.296,21.147,-76.352,32,0.936
5,71,41.099,-264.423,4.691,-92.451,35,1.015
4,71,161.244,-268.451,-20.479,-100.734,35,1.104
4,71,20.695,-268.330,-20.373,-100.866,35,1.105
4,71,8.650,-264.957,-15.313,-99.721,35,1.126
1,71,144.248,-262.662,-13.496,-96.988,35,1.139
2,93,293.254,248.745,62.174,74.792,21,0.891
1,93,40.175,248.737,62.178,74.794,21,0.891
5,93,146.570,242.236,56.264,72.371,11,0.921
4,87,767.096,264.132,-114.801,-109.350,40,1.028
1,9,80.000,-28.436,-51.563,-228.522,00,0.787
3,31,283.572,-199.607,-12.644,-124.577,02,0.786
4,12,69.520,38.866,-74.338,-233.592,11,1.685
4,12,10.820,38.887,-72.857,-231.590,01,1.693
3,12,28.797,39.429,-72.093,-230.910,01,1.697
2,12,87.291,40.512,-74.813,-227.284,01,1.712
1,93,14.925,238.419,48.794,75.650,11,0.850
3,93,169.720,241.849,49.947,76.450,11,0.862
1,93,73.986,251.410,48.293,76.319,21,0.895
1,115,590.204,-227.428,68.868,43.607,01,0.806
1,111,310.830,-258.054,83.082,99.540,33,1.024
2,111,143.332,-264.525,97.309,99.217,42,1.076
3,112,235.634,-222.522,133.995,117.716,30,1.272
5,120,179.779,-188.576,-237.013,70.675,52,1.037
1,124,92.091,-202.740,-227.870,42.406,42,1.155
2,124,157.187,-201.861,-233.548,38.585,52,1.178
1,64,50.470,-205.336,163.053,-13.863,20,0.876
3,64,329.839,-215.901,172.364,-10.723,30,0.924
5,64,285.056,-223.174,171.802,-12.926,30,0.949
3,64,88.303,-222.684,173.655,-12.438,30,0.956
2,64,13.603,-234.843,165.114,-4.920,35,1.012
5,64,112.729,-236.320,165.783,-4.705,35,1.017
1,108,80.000,-88.436,195.712,97.842,03,0.787
4,143,292.756,36.565,171.937,181.434,10,0.843
1,143,187.244,38.103,168.023,176.485,00,0.864
3,156,1037.976,-62.581,-219.419,140.685,24,0.894
1,156,5.856,-62.864,-219.153,140.298,24,0.896
4,156,37.102,-71.540,-208.969,132.565,14,0.948
2,123,199.066,-111.048,-210.526,51.709,05,1.248
2,137,80.000,173.053,0.221,162.978,04,0.793
2,32,40.632,-171.642,-26.159,-185.257,10,1.092
1,32,130.104,-177.177,-28.606,-181.988,10,1.115
5,41,136.997,115.284,-143.380,-155.812,04,0.804
1,41,862.694,136.470,-157.517,-179.539,24,0.920
1,41,250.946,133.024,-169.074,-188.174,34,0.970
2,41,245.777,142.742,-184.427,-188.363,45,1.030
1,41,60.249,141.267,-182.084,-192.255,45,1.046
1,41,15.761,144.876,-182.998,-191.629,44,1.059
5,41,13.503,145.368,-182.491,-190.660,44,1.063
5,41,94.074,144.339,-182.581,-188.483,44,1.071
4,36,80.000,11.825,-180.382,-157.813,02,0.809
2,40,295.132,55.467,-166.419,-203.384,20,0.896
5,40,2.086,53.755,-155.712,-197.481,10,0.937
3,40,182.782,57.821,-154.602,-194.620,10,0.966
3,77,278.725,-154.919,-199.978,-34.288,14,0.852
4,77,24.136,-161.063,-189.163,-36.094,14,0.893
1,73,42.209,-184.657,-182.131,-32.413,22,0.977
5,73,133.500,-184.764,-176.083,-43.620,12,1.019
1,85,33.695,121.189,-174.784,-112.119,01,0.802
4,85,101.318,123.784,-180.229,-114.397,01,0.823
3,136,939.118,152.848,69.291,216.748,23,0.914
2,136,27.590,152.626,69.194,216.895,23,0.915
4,136,85.713,149.982,66.214,222.717,34,0.939
2,152,532.175,-157.700,-67.064,230.098,32,0.957
1,134,80.000,202.425,-134.582,5.393,04,0.811
2,64,241.447,-207.092,113.869,-39.288,02,0.799
3,66,107.837,-202.718,110.540,-62.205,01,0.878
2,66,10.925,-203.272,112.997,-58.032,01,0.894
5,66,119.792,-201.107,120.038,-57.488,02,0.919
5,36,386.358,40.675,-207.687,-186.264,32,0.942
3,39,14.499,78.603,-231.165,-214.353,55,1.425
2,39,155.215,78.052,-231.419,-214.020,55,1.427
3,158,186.990,12.300,-168.315,207.945,22,0.914
3,158,405.894,12.284,-168.322,207.992,22,0.914
2,162,80.000,135.646,-96.348,173.197,01,0.801
4,132,61.591,168.097,-161.726,53.783,05,0.820
5,132,60.689,164.309,-163.223,54.979,05,0.835
2,132,214.075,164.147,-163.408,54.794,05,0.836
3,37,764.015,-32.525,-239.756,-160.376,31,0.968
3,37,318.994,-37.334,-237.735,-172.487,41,1.012
1,37,62.966,-49.180,-240.739,-150.803,31,1.095
4,37,134.025,-55.568,-244.283,-153.368,42,1.121
1,75,336.121,-172.600,-152.254,-88.212,04,0.822
5,75,355.822,-176.989,-164.115,-83.433,11,0.867
5,75,23.023,-179.334,-149.400,-81.582,02,0.917
4,75,165.034,-178.441,-146.149,-83.412,03,0.930
4,44,339.867,128.399,-86.690,-201.205,12,0.847
3,44,292.527,184.967,-87.656,-233.963,55,1.065
1,160,1233.317,87.265,-146.057,173.220,00,0.810
4,160,3.381,119.832,-139.961,174.291,11,0.920
5,162,254.059,204.056,-129.693,167.499,45,1.204
1,162,14.284,192.931,-118.765,178.601,30,1.268
2,162,55.524,185.372,-120.042,190.525,31,1.316
3,162,31.181,187.663,-122.147,190.691,40,1.326
4,162,88.254,184.247,-120.812,196.312,41,1.348
2,144,80.000,-68.109,163.515,155.704,00,0.787
5,120,96.103,-124.454,-199.851,84.017,13,0.939
2,123,36.160,-116.652,-207.935,81.282,14,0.978
1,123,13.851,-116.671,-208.047,81.895,14,0.980
4,123,0.715,-122.503,-217.499,83.258,24,1.036
5,123,66.120,-122.501,-221.066,83.692,24,1.048
4,126,80.000,-67.441,-209.249,98.972,04,0.804
2,30,8.303,-206.229,-56.887,-152.828,25,0.877
3,30,55.822,-211.470,-57.506,-157.784,25,0.901
4,30,64.697,-215.683,-55.755,-159.564,25,0.917
1,30,97.717,-221.604,-55.918,-158.375,35,0.938
5,31,62.240,-238.583,-34.723,-170.409,41,1.037
2,31,62.412,-236.279,-32.973,-184.790,40,1.086
1,31,128.809,-234.598,-32.479,-184.160,40,1.092
2,62,287.531,-54.554,227.048,-61.488,02,0.805
3,60,242.143,-108.599,218.811,-98.271,21,1.038
5,60,69.111,-107.523,219.247,-97.843,21,1.042
5,60,14.833,-105.087,200.356,-106.410,11,1.112
1,60,112.955,-104.638,199.506,-105.177,01,1.117
4,52,399.331,173.783,217.730,-43.851,32,0.941
2,52,449.288,173.972,219.524,-43.901,32,0.947
1,52,26.855,188.496,224.249,-49.596,41,1.001
2,104,911.862,56.868,220.235,67.285,00,0.791
1,104,240.345,44.167,240.188,66.070,15,0.870
5,102,293.840,38.848,292.417,99.289,50,1.077
5,102,55.238,32.804,289.595,100.063,40,1.100
2,102,178.715,23.915,291.879,99.061,51,1.137
1,95,80.000,239.594,9.046,25.253,03,0.804
3,23,1384.133,-16.088,169.616,-195.565,12,0.865
1,23,78.855,-18.151,170.349,-192.186,12,0.879
5,23,23.322,-15.646,168.314,-187.905,12,0.896
4,23,42.134,-15.306,170.752,-176.169,03,0.936
1,47,151.556,232.331,-33.078,30.420,02,2.209
3,160,73.451,105.014,-86.127,193.990,03,0.820
3,31,27.192,-252.727,-27.490,-203.769,50,1.165
3,139,1324.916,176.349,187.124,169.245,41,1.027
4,138,355.084,190.302,156.509,179.551,45,1.144
2,130,73.115,85.169,-206.392,158.642,22,0.926
1,148,151.585,-167.751,14.270,181.637,12,0.826
2,148,471.372,-184.430,24.931,190.774,21,0.899
5,148,63.936,-137.487,46.604,211.952,14,1.085
2,148,84.214,-138.847,50.757,214.993,24,1.103
1,148,12.813,-138.568,49.762,214.001,24,1.108
5,148,96.080,-138.513,49.688,214.114,24,1.108
3,15,480.043,198.723,7.065,-149.097,04,0.829
1,15,525.478,203.522,1.398,-152.858,14,0.857
1,15,274.479,196.540,1.400,-157.754,15,0.885
3,32,985.608,-154.523,-48.491,-222.376,34,0.918
5,32,403.993,-153.796,-51.652,-225.213,34,0.932
2,30,147.527,-225.879,-87.385,-210.199,51,1.323
5,39,80.000,79.874,-175.335,-137.677,02,0.790
1,148,426.446,-142.009,26.352,215.020,24,0.864
4,148,106.598,-152.341,47.313,218.675,24,0.943
1,151,133.055,-231.355,-70.271,142.492,32,0.936
2,151,575.325,-232.390,-70.598,143.698,32,0.942
2,151,123.223,-247.753,-77.384,141.449,42,0.998
2,151,142.537,-254.484,-84.071,146.650,42,1.034
1,151,305.860,-253.771,-86.010,147.214,42,1.041
1,129,5.072,133.361,-184.210,64.094,02,0.788
2,129,74.928,133.648,-184.211,64.365,02,0.789
1,112,311.634,-203.764,123.243,100.951,10,0.863
3,112,46.607,-201.064,117.362,97.298,10,0.888
4,111,121.759,-220.773,109.211,108.321,25,0.968
1,140,536.293,114.247,141.155,189.284,20,0.875
5,140,185.150,113.382,139.318,191.949,20,0.886
2,140,158.557,112.537,140.014,191.182,21,0.891
1,161,219.129,77.319,-152.746,170.174,00,0.805
3,161,91.947,79.823,-145.760,177.458,00,0.840
1,161,168.924,77.316,-149.334,180.334,10,0.857
1,140,398.114,75.455,112.960,193.609,03,0.789
5,142,62.006,25.008,190.654,231.009,45,1.122
5,125,222.191,-80.536,-222.051,-13.085,03,0.789
1,125,828.198,-84.075,-230.374,-17.547,03,0.823
1,125,229.611,-83.958,-230.343,-17.411,03,0.823
4,93,589.289,225.008,37.638,77.187,00,0.803
1,94,98.493,248.262,25.058,102.918,20,0.952
5,94,44.155,225.550,21.238,124.189,11,1.057
3,94,102.364,225.444,21.199,124.203,11,1.057
3,94,7.210,222.156,24.952,119.560,11,1.080
1,94,66.661,221.523,25.946,119.177,11,1.084
1,94,38.505,224.309,25.726,118.332,11,1.094
3,94,89.985,224.307,25.727,118.334,11,1.094
3,71,80.000,-230.670,7.519,-57.362,01,0.793
3,158,240.526,-18.991,-153.019,193.895,04,0.826
3,158,110.661,-19.214,-152.953,193.614,04,0.828
3,158,33.609,-7.800,-162.166,200.130,12,0.881
3,158,95.205,-9.830,-149.758,201.795,13,0.923
1,115,622.821,-219.260,101.078,5.053,03,0.806
5,54,80.000,104.316,214.305,-27.112,00,0.800
1,74,89.576,-219.966,-121.290,28.816,12,0.843
5,74,64.969,-259.842,-158.019,19.874,41,1.064
4,157,217.366,-4.919,-239.095,131.249,22,0.910
1,157,810.285,-3.703,-243.396,132.176,32,0.925
1,157,106.191,-4.649,-243.175,131.911,32,0.929
2,157,14.404,-4.315,-242.958,132.516,32,0.931
4,157,131.754,-4.846,-242.426,133.903,32,0.936
3,39,1425.509,56.908,-204.895,-189.374,35,0.950
2,67,205.232,-209.255,67.737,-97.796,00,2.283
1,103,65.469,38.726,204.564,113.381,01,1.585
5,57,223.539,30.566,223.979,-84.105,00,0.805
1,57,32.617,31.899,224.654,-82.530,00,0.812
1,57,15.115,34.102,228.995,-66.742,01,0.867
4,59,43.182,23.076,250.177,-57.026,15,0.960
1,59,143.226,29.968,251.306,-55.236,15,0.984
1,94,272.185,268.566,-33.972,141.754,44,1.019
4,94,399.781,281.412,-33.910,138.164,54,1.064
3,163,78.904,263.455,-54.291,161.379,53,1.183
2,163,127.340,261.761,-57.375,149.147,43,1.226
5,102,1090.099,-12.437,254.218,104.451,33,0.918
3,105,290.638,-79.243,290.068,100.462,53,1.171
1,3,80.000,-23.766,70.027,-225.453,00,0.791
5,87,480.000,233.759,-81.051,-110.546,23,0.904
4,5,153.428,-16.107,125.944,-201.280,02,0.825
1,5,178.244,-17.478,127.152,-202.715,02,0.833
3,134,1035.876,206.598,-198.635,-2.992,31,0.956
2,134,14.157,206.218,-182.895,-1.085,20,1.009
2,134,59.513,200.856,-173.274,-1.107,20,1.046
3,134,10.059,212.723,-170.730,23.392,25,1.137
2,132,26.036,212.707,-165.894,33.671,21,1.175
3,132,134.360,211.938,-167.999,36.093,21,1.186
2,129,1434.668,139.768,-210.720,61.134,22,0.868
4,129,10.321,131.074,-199.553,63.536,12,0.916
5,107,235.011,-65.857,225.596,-24.530,03,2.506
1,20,80.000,93.292,91.380,-196.809,03,0.788
3,25,32.956,-84.575,179.768,-143.209,01,0.817
4,25,75.922,-91.020,187.834,-146.584,11,0.853
1,25,51.397,-98.117,188.679,-149.488,21,0.879
5,25,143.415,-102.709,194.268,-152.039,21,0.905
5,25,54.630,-101.564,193.631,-153.688,21,0.912
5,24,121.680,-111.563,199.333,-158.140,35,0.953
3,23,80.000,-19.176,182.833,-149.312,04,0.790
5,160,670.149,88.455,-157.592,241.720,45,1.007
1,160,209.851,89.468,-150.690,236.980,45,1.035
4,57,97.732,67.147,217.624,-102.348,14,1.912
4,57,84.233,81.648,236.800,-112.097,34,1.998
1,57,34.737,81.294,236.230,-106.588,23,2.017
4,57,97.294,77.223,239.090,-105.440,23,2.034
1,90,80.000,196.800,-114.856,71.410,05,0.797
2,60,13.620,-177.924,247.193,-105.038,55,1.288
2,60,37.863,-175.595,247.467,-102.087,55,1.301
4,60,70.021,-165.574,254.169,-112.374,55,1.423
5,158,154.200,-36.373,-186.351,197.750,35,0.914
3,156,156.966,-46.781,-200.281,194.318,31,0.974
3,158,11.096,-42.141,-196.049,204.136,35,1.012
4,158,48.280,-37.960,-193.822,205.755,35,1.029
1,158,6.358,-38.802,-196.406,207.513,35,1.042
3,156,29.383,-45.056,-205.568,204.035,41,1.081
5,158,73.717,-41.176,-200.511,205.479,35,1.102
5,68,817.986,-243.369,63.309,-46.124,12,0.853
5,115,642.285,-300.315,79.093,-5.910,55,1.091
1,68,111.760,-283.903,70.174,-25.427,43,1.181
1,68,107.969,-284.194,70.453,-25.331,43,1.183
5,46,61.146,243.203,-13.621,-1.583,05,0.826
4,8,56.617,-155.007,29.933,-216.780,22,0.899
1,29,399.579,-178.453,36.913,-232.867,42,0.997
2,98,226.463,256.530,196.030,0.527,54,1.242
4,163,1101.517,226.315,-91.040,161.985,41,0.977
1,163,178.483,221.803,-85.885,158.192,31,1.003
1,112,910.631,-183.358,147.919,164.560,33,0.959
3,112,123.714,-193.608,145.072,168.596,43,0.997
3,112,262.411,-208.546,141.908,166.640,42,1.048
1,112,48.026,-212.077,133.109,170.990,42,1.083
1,55,199.108,49.993,232.547,-33.320,02,0.801
5,54,94.963,97.337,231.578,-89.221,24,1.046
3,21,60.288,75.948,204.014,-136.329,14,1.241
3,21,125.641,66.755,203.460,-123.193,13,1.295
3,82,642.855,87.770,-253.590,-1.452,25,0.895
4,82,111.098,94.540,-240.743,2.200,14,0.945
2,82,126.047,95.530,-243.036,3.593,24,0.955
1,141,919.531,-21.025,203.340,129.250,04,0.807
3,141,360.469,-4.296,207.696,126.517,03,0.865
4,90,453.701,210.861,-138.379,134.987,33,0.954
2,90,528.994,218.478,-151.313,139.333,43,1.006
1,59,79.047,22.797,234.541,-46.884,05,0.802
4,86,83.632,134.329,-195.789,-22.523,04,0.796
1,133,179.503,132.845,-205.070,-0.581,04,0.963
2,103,44.223,51.174,226.082,94.718,10,0.835
2,103,77.592,51.687,232.170,96.211,10,0.856
2,102,153.265,51.510,245.710,94.233,20,0.902
5,102,24.990,38.780,263.486,92.035,30,0.975
2,102,189.396,22.917,307.563,85.477,51,1.133
3,102,30.732,24.563,309.974,83.968,51,1.144
4,102,108.741,26.575,312.359,83.845,51,1.154
1,104,64.279,69.475,305.621,48.280,54,1.342
5,104,28.747,69.914,307.741,45.831,54,1.353
5,162,80.086,179.406,-96.591,193.645,30,0.944
3,164,198.417,167.141,-88.669,185.890,20,1.000
2,148,93.091,-169.498,22.531,208.714,22,0.900
1,148,80.007,-181.886,35.345,221.103,32,0.972
3,148,82.821,-184.428,34.538,227.896,42,0.997
2,148,63.303,-182.504,36.047,230.711,43,1.009
5,148,160.778,-177.168,27.000,234.022,43,1.046
4,131,211.275,96.575,-214.308,57.187,05,1.181
3,81,142.351,76.035,-280.968,-50.640,45,1.006
5,81,212.667,76.067,-280.880,-50.680,45,1.006
3,126,232.332,-64.736,-236.297,79.230,15,0.859
1,126,230.659,-67.798,-242.850,89.097,24,0.900
2,123,59.369,-94.104,-253.342,93.324,33,0.995
4,123,357.640,-109.277,-276.711,92.673,53,1.088
4,16,1017.123,154.393,23.899,-184.934,05,0.808
1,16,7.486,144.925,20.833,-186.151,05,0.841
4,69,255.391,-237.830,-74.776,-88.945,25,2.196
4,25,713.563,-79.647,257.762,-160.918,53,1.048
2,25,207.330,-80.044,261.569,-171.079,53,1.084
4,66,15.828,-200.473,121.219,-62.045,02,0.808
1,66,464.172,-210.001,130.825,-64.442,12,0.854
1,122,644.341,-197.556,-151.688,75.044,20,0.868
3,64,235.659,-200.627,132.654,-20.265,01,1.869
1,5,1057.161,-7.102,140.084,-230.213,22,0.899
4,5,80.277,-14.266,134.382,-218.575,12,0.949
2,5,49.794,-15.892,140.089,-218.766,22,0.968
1,5,92.768,-16.385,137.070,-218.075,12,0.979
3,138,1225.478,165.482,132.194,134.119,14,0.836
2,138,248.049,162.237,109.746,184.778,21,1.021
3,138,206.473,187.874,133.515,184.992,42,1.146
2,17,80.000,144.551,64.635,-175.333,02,0.788
4,107,73.911,-25.208,244.231,-13.015,01,0.820
5,107,406.089,-24.384,245.601,-12.652,11,0.826
1,63,340.740,-194.439,151.783,-55.272,15,0.843
3,63,16.401,-196.002,161.672,-67.457,25,0.896
5,63,324.324,-195.941,164.328,-69.775,25,0.908
1,63,20.299,-195.191,163.078,-69.599,25,0.912
2,63,3.808,-180.108,158.855,-63.215,04,0.969
2,46,984.578,284.000,24.973,-29.411,32,0.956
4,46,155.198,278.163,33.390,-9.605,34,1.030
2,46,140.224,281.201,24.402,-17.148,33,1.071
1,100,1445.958,173.252,177.742,22.093,03,0.831
3,100,7.987,171.132,173.581,21.618,03,0.847
5,100,34.342,165.848,166.980,23.672,03,0.876
2,135,45.395,201.246,44.271,120.301,02,1.410
1,135,146.317,198.041,45.069,123.920,02,1.426
3,142,80.000,-42.339,145.079,185.858,02,0.799
1,107,69.762,-64.001,228.307,-22.532,03,0.794
5,107,215.396,-58.357,261.501,-26.128,22,0.908
1,107,194.842,-36.232,254.919,-1.172,11,1.026
4,138,617.144,144.088,96.924,170.235,01,0.811
1,138,37.706,144.084,96.159,170.247,01,0.814
1,155,18.353,-119.355,-127.334,174.055,00,1.966
2,155,85.159,-132.538,-129.632,179.501,10,2.014
4,155,121.638,-132.165,-130.156,178.993,10,2.017
1,94,74.736,223.007,19.092,93.837,00,0.810
2,14,1258.486,71.809,-115.878,-213.857,13,0.846
3,40,227.993,25.147,-188.047,-201.937,32,1.135
