edep,crystal,slice_sect,num_of_int
80.0,46,4,1
272.312,58,2,1
6.105,58,3,1
573.587,146,5,1
121.904,146,4,2
989.329,14,13,2
87.828,14,12,1
93.161,14,13,1
45.106,14,1,1
157.737,13,20,1
1359.91,143,14,1
165.637,138,1,2
154.454,138,5,1
65.694,85,4,1
16.536,76,12,1
463.464,76,22,2
344.558,7,15,1
153.171,7,35,1
48.491,34,53,1
333.779,34,52,2
1028.752,94,23,1
70.095,21,44,1
181.153,21,34,2
80.0,103,4,1
49.242000000000004,13,2,2
430.75699999999995,13,12,2
879.999,120,41,4
1280.0009999999997,75,32,5
80.0,35,2,2
662.393,11,34,2
32.753,7,3,1
184.854,51,1,1
144.538,152,5,1
67.047,148,41,1
86.043,147,45,2
182.374,147,40,1
483.226,83,1,1
40.182,131,13,1
35.406,131,20,1
22.146,131,10,1
127.206,129,10,1
139.638,129,20,1
925.48,107,23,1
76.359,62,35,1
278.161,62,45,2
200.602,88,20,1
34.534,88,25,1
244.864,86,12,1
500.194,16,2,1
18.07,16,3,1
194.914,13,3,2
57.215,13,4,1
56.331,13,3,1
109.607,13,14,1
79.357,94,1,1
601.4639999999999,116,10,5
278.535,116,20,1
184.97899999999998,116,10,3
606.289,83,42,1
80.0,153,2,2
271.496,42,4,1
1.035,42,3,1
123.343,17,2,1
315.019,82,35,1
22.262,83,41,1
92.555,83,40,1
135.13,83,50,1
11.051,83,43,1
115.06,126,42,1
19.227,126,52,1
837.1990000000001,76,10,2
205.233,80,20,3
237.567,80,30,1
162.587,80,20,2
80.0,18,1,1
57.373,158,3,1
218.117,158,14,1
110.848,136,13,1
769.152,136,23,5
1680.0000000000002,140,3,4
80.0,140,4,1
277.28,160,15,2
202.72000000000003,160,25,2
501.348,103,44,2
181.911,139,33,1
17.516,158,2,1
62.484,48,0,1
127.475,117,14,1
41.704,117,23,1
281.525,30,15,1
507.963,30,35,1
80.0,9,4,1
156.446,76,5,1
86.346,76,31,1
237.208,33,22,2
637.703,107,25,2
242.297,107,24,3
80.0,26,5,1
298.28,90,22,1
26.334,66,33,2
140.696,66,23,1
38.17,100,10,1
529.762,100,20,2
133.488,101,21,2
178.581,101,10,1
620.361,154,20,1
390.191,154,35,1
269.448,154,23,1
1292.47,88,2,1
173.003,88,1,1
214.52800000000002,88,11,2
80.0,136,0,2
166.407,120,11,1
111.161,120,12,1
35.954,120,21,1
166.478,120,32,1
1121.496,107,0,3
158.50400000000002,77,3,2
571.07,159,0,1
273.479,160,41,1
60.36,144,3,1
314.583,38,0,2
2.433,38,5,1
42.189,36,1,1
110.19999999999999,32,4,2
880.0,86,52,3
550.402,119,55,1
80.0,54,1,1
273.792,58,4,1
189.114,64,2,1
686.339,66,20,3
10.533,66,10,1
109.589,67,20,1
548.996,96,35,1
849.184,96,40,2
38.868,96,54,1
80.0,10,0,1
479.999,16,10,3
623.028,78,21,1
256.972,37,12,4
1014.314,147,34,2
265.686,147,35,1
898.629,55,13,1
588.476,55,24,2
192.89499999999998,55,14,2
47.625,147,32,1
183.621,147,52,1
97.325,149,54,2
151.429,149,44,2
817.644,16,32,5
216.831,119,10,1
266.552,119,20,1
396.616,118,20,7
1009.952,84,35,2
270.048,84,45,1
1375.229,97,3,1
1.48,15,3,1
123.881,15,5,3
35.816,15,4,2
22.971,42,12,1
120.623,42,13,1
80.0,87,3,1
103.407,142,0,2
126.068,142,10,1
654.213,0,50,1
225.787,0,33,1
1049.707,123,11,1
80.0,45,12,1
22.881,16,24,1
315.554,16,54,2
22.572,65,14,1
169.982,65,24,1
450.27599999999995,65,34,3
134.69,65,33,3
102.479,65,23,1
653.61,50,10,1
288.862,48,20,2
161.874,49,11,1
175.654,48,25,3
80.0,153,3,1
480.0,59,2,1
80.0,46,0,1
173.865,152,24,1
37.162,148,24,1
268.973,148,44,3
207.274,164,22,1
16.651,164,43,1
656.0749999999999,164,53,5
755.467,159,31,2
52.131,159,40,1
226.418,160,50,1
245.984,161,41,1
153.821,57,2,1
80.0,89,0,1
72.443,156,12,1
407.557,156,22,4
415.483,41,5,1
34.021,41,12,1
430.496,41,21,1
1318.31,26,22,2
101.657,5,21,1
161.726,4,32,3
98.307,4,42,1
80.0,110,5,1
240.56,150,52,1
789.383,90,43,1
734.768,75,45,1
80.0,134,2,1
306.54,3,25,1
536.765,77,11,1
276.643,75,50,1
145.598,75,55,2
197.841,76,52,2
123.154,76,51,2
64.251,163,31,1
317.803,163,41,2
543.062,42,32,1
93.749,16,45,1
103.795,13,33,1
149.41,163,40,1
64.168,57,2,1
108.904,68,24,1
371.096,68,34,2
204.665,86,10,1
970.219,72,31,1
12.161,72,33,1
30.044,72,23,1
121.645,30,14,1
129.844,69,4,1
430.897,2,13,1
723.28,2,34,2
140.394,2,44,1
197.578,16,54,1
33.555,16,55,1
154.296,16,50,2
80.0,52,2,1
17.163,118,24,1
329.656,118,54,2
133.181,118,43,2
297.909,1,34,1
292.471,1,45,1
61.114,1,35,1
228.50599999999997,20,43,2
233.438,134,24,1
542.587,8,12,1
856.7429999999999,8,44,2
80.0,76,1,1
138.399,97,31,1
176.85,96,45,1
164.751,93,12,1
145.004,11,13,1
188.071,7,33,1
1299.263,84,5,1
107.456,84,3,1
30.368000000000002,81,14,2
93.6,81,24,3
149.313,81,25,1
254.673,85,32,2
32.964,85,33,1
21.218,41,34,1
171.144,41,24,2
1280.0,8,52,2
518.066,113,22,2
973.35,110,42,2
188.583,110,32,2
80.0,83,5,1
231.801,153,25,1
248.2,156,22,2
464.205,39,2,1
415.79499999999996,39,1,2
671.65,109,0,2
92.923,109,11,1
305.419,105,51,1
210.008,109,51,2
1358.627,106,43,1
321.373,107,35,6
80.0,133,3,1
480.0,18,35,4
679.8480000000001,46,33,2
69.092,50,24,1
131.06,46,43,5
80.0,39,5,1
480.0,24,20,5
281.959,62,30,1
9.466,14,3,1
480.0,101,21,3
20.984,4,5,1
146.259,4,15,1
467.316,4,25,1
245.441,4,14,2
443.826,119,24,1
6.583,121,24,1
137.607,121,25,1
1679.999,61,13,3
178.737,38,4,1
154.667,38,33,1
546.596,38,42,3
977.634,161,43,1
82.28,158,43,2
27.035,158,33,1
193.052,158,34,2
1182.72,100,15,1
131.759,52,33,1
87.076,52,31,1
23.966,52,21,1
254.479,54,2,4
80.0,106,2,1
480.0,101,13,2
880.0,142,20,2
141.325,38,24,1
1027.604,38,54,3
139.819,44,53,5
191.866,44,54,3
137.243,44,53,4
80.0,147,1,1
209.76600000000002,97,5,2
94.911,98,0,1
20.948,53,1,1
84.813,55,0,1
232.891,56,24,1
416.02,56,34,2
88.715,100,35,1
19.205,56,43,1
123.169,56,44,1
1031.409,65,44,1
248.59099999999998,109,34,2
33.228,24,4,1
67.968,115,15,1
87.35,2,25,1
243.627,0,30,2
149.023,2,40,2
313.377,2,13,1
1384.138,119,20,1
48.906,118,20,1
95.717,118,25,1
151.239,119,21,1
80.0,17,2,1
87.076,98,25,1
392.924,100,42,5
693.0930000000001,98,1,2
593.293,23,2,1
191.113,5,22,1
206.463,5,21,1
289.132,5,11,3
80.0,111,5,1
202.321,36,3,1
101.161,36,14,1
2.147,36,24,1
174.372,36,44,2
453.714,71,22,2
13.341,71,32,1
854.797,116,52,3
80.0,103,2,1
335.0,85,4,2
145.0,56,3,1
908.635,142,1,2
371.365,142,20,1
80.0,116,5,1
677.324,161,12,1
202.676,20,3,2
1680.0,164,32,1
80.0,82,1,1
480.0,7,2,1
702.202,131,0,4
177.798,131,5,2
40.559,72,3,1
119.598,75,23,1
205.926,72,15,1
475.495,149,0,1
877.837,42,2,1
68.401,15,14,1
41.898,47,34,1
291.86400000000003,91,44,2
255.159,60,25,1
47.409,60,35,1
80.0,136,0,1
30.137,149,0,1
449.863,149,45,1
99.178,104,13,1
679.202,56,31,2
932.841,123,21,1
347.16,127,21,3
984.932,50,0,2
243.941,50,5,2
144.276,50,4,1
199.82699999999997,50,2,4
50.699,32,5,1
229.691,99,40,1
119.53899999999999,139,43,2
130.771,139,42,2
255.466,34,3,1
73.519,34,13,1
328.873,7,14,2
80.0,145,0,1
22.89,123,1,1
457.111,123,21,3
990.103,160,10,1
71.49600000000001,160,1,2
218.4,95,4,1
80.0,132,2,1
104.293,63,5,1
88.017,63,34,1
253.442,66,44,2
26.87,6,25,1
121.33,6,35,1
27.357,9,52,1
24.567,93,14,1
18.486,93,24,1
367.476,93,34,2
80.0,56,1,1
642.9110000000001,74,30,2
87.041,74,55,1
150.048,74,45,3
136.0,46,21,1
141.507,46,31,2
1318.613,42,30,1
361.38700000000006,43,33,3
80.0,27,3,1
225.769,158,1,1
151.118,161,3,1
254.06,34,45,1
1025.94,34,55,4
80.0,107,2,2
155.357,71,1,1
84.279,71,3,1
240.364,100,11,1
457.998,40,23,1
172.28799999999998,40,32,2
113.966,38,55,2
135.74900000000002,38,50,4
695.997,52,50,2
150.932,54,51,1
276.06199999999995,54,42,2
1362.6039999999998,145,44,2
317.396,149,35,3
186.87,47,11,1
293.13,95,30,1
175.838,80,2,1
242.258,125,43,1
175.941,125,52,1
80.0,95,1,1
402.256,89,0,1
599.997,89,20,1
43.843,89,25,1
233.904,43,2,3
78.249,61,0,1
871.565,12,34,1
408.435,12,35,2
1025.912,133,10,1
462.202,133,20,3
94.653,132,20,1
80.0,68,1,2
110.475,25,0,1
769.525,25,10,2
1046.113,79,45,1
163.36499999999998,79,35,2
70.523,79,25,1
144.426,79,35,1
167.463,60,31,1
531.463,60,51,1
480.0,70,31,3
665.485,92,0,1
457.778,111,55,1
283.521,49,45,1
80.0,119,2,2
221.054,55,13,1
715.988,152,2,3
164.012,152,11,3
1057.248,29,4,1
222.752,82,31,2
110.195,140,4,1
202.788,140,34,1
80.0,89,1,1
39.345,129,3,1
112.46,90,23,1
17.885,162,24,1
162.982,162,34,2
235.639,157,15,2
197.601,152,10,1
85.863,150,30,1
996.536,150,40,2
265.421,7,10,1
72.483,159,31,1
168.256,104,53,1
639.815,125,1,1
240.185,86,14,2
1430.181,76,41,1
249.81900000000002,76,31,2
80.0,161,5,1
170.283,91,20,1
172.505,91,30,1
137.212,91,24,1
151.37,141,52,1
609.462,132,15,2
432.121,132,41,1
238.41799999999998,132,42,4
129.203,149,13,1
1163.027,149,23,2
165.218,146,21,1
222.55200000000002,145,30,2
80.0,148,1,1
252.848,84,25,1
58.998999999999995,84,20,2
168.155,84,10,3
28.842,84,20,1
86.032,84,10,2
1435.876,115,5,1
244.124,161,31,1
80.0,6,4,1
125.949,83,15,1
247.619,83,25,3
18.721,83,14,1
87.711,83,24,1
116.994,83,25,1
589.509,22,15,1
11.092,22,12,1
12.918,20,5,1
266.481,17,52,2
320.753,123,34,1
273.683,38,2,1
15.732,42,4,1
182.683,87,14,1
594.187,43,1,1
685.813,42,34,1
80.0,71,4,2
40.362,114,24,1
107.027,42,43,1
131.371,42,44,3
987.225,51,31,1
79.558,51,22,1
213.218,51,13,2
80.0,79,5,1
480.0,58,5,3
880.0,70,10,1
242.289,22,5,1
534.962,22,45,1
282.97799999999995,22,52,2
119.581,22,54,1
1471.8159999999998,108,12,2
52.257,108,22,1
46.504,108,11,1
109.423,108,2,1
272.896,131,2,1
207.104,154,0,1
662.32,122,35,2
217.67999999999998,122,20,3
457.821,53,33,1
80.0,78,4,1
247.542,37,25,1
41.238,38,21,1
191.22,38,1,1
880.0,43,43,1
1394.924,96,5,1
80.0,139,3,1
81.772,106,22,1
245.151,106,41,1
346.912,106,51,3
608.111,75,2,1
375.42,73,21,1
296.469,73,32,4
80.0,9,5,1
632.2429999999999,43,31,2
247.756,43,20,1
123.742,51,0,1
68.07600000000001,51,40,2
1680.0,37,52,3
76.249,59,5,1
740.742,92,23,2
46.89,95,22,1
18.197,92,32,1
74.17,95,32,2
1025.566,86,15,1
113.708,86,4,1
140.725,86,3,1
214.79399999999998,12,0,2
1223.667,12,15,1
241.54,12,10,1
80.0,85,4,1
207.985,22,50,1
286.074,87,31,1
287.234,43,42,1
547.843,150,33,1
80.0,17,5,1
480.0,33,11,3
80.0,87,0,1
142.262,22,4,1
337.738,22,25,1
488.572,102,4,2
90.064,102,14,1
457.51,134,42,1
80.0,131,2,1
127.439,113,22,2
289.435,113,32,1
63.126,113,23,1
119.853,113,22,1
468.475,17,22,1
150.78900000000002,17,23,2
260.737,19,4,1
984.0229999999999,143,31,2
39.328,142,35,1
256.65,142,55,1
664.6690000000001,105,54,2
80.0,33,0,1
480.0,69,33,2
163.39999999999998,115,30,3
569.0060000000001,115,40,3
9.442,115,30,2
147.595,115,35,1
852.491,31,5,1
205.508,31,22,1
28.103,31,21,1
23.599,69,22,1
170.3,69,32,1
80.0,100,1,1
211.262,59,4,1
1035.114,129,20,1
104.032,129,1,1
140.854,129,0,1
80.0,25,4,2
335.867,8,55,3
144.133,8,50,1
463.839,62,4,1
83.109,62,20,1
183.70300000000003,60,20,5
149.348,60,30,1
238.32899999999998,118,32,2
80.0,58,4,1
570.558,4,3,1
248.351,4,1,3
61.091,4,11,1
102.904,4,1,1
948.801,101,33,1
331.199,106,33,2
1436.882,56,45,2
115.401,56,34,2
166.056,113,22,1
165.679,65,32,1
132.718,113,32,1
334.669,85,15,1
305.448,85,25,1
239.88299999999998,85,24,4
297.296,96,34,1
62.132,96,44,1
249.312,96,54,1
31.214,99,45,3
169.615,96,32,1
1458.828,52,11,4
69.873,54,12,1
151.299,54,22,1
80.0,89,4,1
63.596999999999994,161,35,2
416.403,161,45,2
52.282,161,35,1
110.906,161,45,1
536.544,143,11,1
122.795,143,10,3
1115.476,12,4,2
164.525,12,3,1
278.586,44,22,1
28.157,44,32,1
80.0,5,24,1
645.259,91,0,1
234.741,14,3,1
1280.0,144,25,5
340.214,133,45,1
80.0,113,4,1
313.807,6,40,2
207.598,8,50,1
70.206,88,10,1
164.292,86,14,4
315.70799999999997,86,24,2
146.114,86,14,3
45.729,86,24,1
94.744,86,14,2
179.409,114,4,1
272.388,114,14,1
242.018,111,22,1
186.185,111,12,2
1680.0,79,20,1
80.0,112,4,1
355.229,76,5,1
524.771,37,43,3
480.0,52,24,2
26.805,88,32,1
140.505,119,12,1
739.553,119,22,1
399.943,119,21,1
80.0,128,0,1
1036.243,79,12,2
2.917,136,15,1
240.839,136,34,1
246.358,116,25,1
76.689,129,0,1
305.562,54,10,1
174.438,54,0,1
62.004,65,10,1
258.914,65,20,2
559.081,65,30,1
195.872,65,20,1
1385.067,27,50,2
80.0,78,2,1
1.97,137,5,1
230.267,28,25,1
522.837,28,35,3
15.954,28,45,1
106.547,8,32,2
1055.28,115,25,2
122.127,115,15,3
92.863,68,23,3
91.52,92,2,1
95.031,92,21,1
184.552,92,20,3
108.897,91,25,1
219.523,56,3,1
475.159,56,23,1
5.045,101,12,1
53.006,101,1,2
103.817,101,2,1
128.857,113,34,1
1151.143,113,54,2
132.842,0,15,1
898.299,0,45,2
266.146,3,51,1
144.225,26,15,1
80.0,126,4,1
154.642,92,11,2
325.35699999999997,92,25,2
627.5219999999999,34,20,2
252.477,33,20,1
226.459,82,14,2
163.63,82,24,1
80.0,113,3,1
849.791,29,23,1
430.209,29,24,1
1215.2839999999999,61,1,2
320.202,61,35,2
144.514,61,4,2
80.0,106,2,1
293.743,110,5,1
74.309,100,3,1
111.948,108,3,3
443.81,53,5,1
126.131,53,11,1
12.158,53,12,1
72.145,97,5,1
77.111,86,22,2
148.644,89,22,1
311.45,95,35,1
82.486,95,45,1
625.689,101,14,1
80.0,160,4,1
465.127,9,15,1
414.873,9,14,5
1077.311,9,25,3
71.594,9,45,1
1.91,14,35,1
129.184,14,30,1
524.606,159,14,1
183.974,159,34,2
80.0,23,3,1
121.562,64,4,2
358.438,64,14,3
24.822,64,4,1
103.069,64,14,1
645.386,97,10,1
234.614,97,11,5
1061.574,122,1,1
113.659,92,4,1
80.0,67,24,1
93.771,26,1,1
19.513,26,15,1
67.856,26,25,1
298.86,4,54,1
16.191,164,5,1
175.505,164,15,1
212.264,164,25,1
245.63799999999998,162,40,2
1058.184,94,22,2
4.845,135,12,1
216.971,135,23,2
1426.008,148,5,2
253.991,101,1,1
60.902,156,4,1
253.329,68,15,1
226.671,64,11,1
360.123,25,12,1
737.757,25,41,2
182.121,25,50,1
1330.86,52,4,1
2.176,52,3,1
173.086,52,2,1
50.123,52,25,1
80.0,84,3,2
9.04,66,3,1
65.568,66,2,1
5.589,66,1,1
225.041,119,10,1
358.192,13,33,1
351.114,13,34,1
170.694,13,24,1
867.319,43,4,1
102.694,85,13,1
309.986,85,23,1
749.5169999999999,10,44,5
104.29,10,43,1
74.59,62,1,1
480.0,78,23,3
646.75,149,11,2
7.696,149,21,1
53.306,148,25,2
722.78,15,44,2
557.22,15,54,1
204.198,15,44,1
373.432,18,2,1
956.564,18,31,2
28.613,18,41,1
321.39199999999994,18,40,3
80.0,111,5,1
106.36699999999999,47,21,2
143.568,47,30,1
154.446,47,31,1
255.155,5,4,1
458.066,5,23,3
166.779,5,13,1
80.0,19,0,1
480.0,138,5,2
582.259,25,24,1
453.348,58,54,1
90.243,58,44,1
1379.2369999999999,59,5,2
110.445,32,25,1
27.02,32,15,2
3.921,32,4,1
159.377,96,1,1
80.0,162,4,2
21.362,83,1,1
291.654,131,53,1
166.983,131,43,1
699.4459999999999,27,31,2
6.053,67,32,1
174.501,31,34,1
50.597,2,11,1
1102.645,2,41,4
126.758,2,31,1
997.996,49,11,1
56.08,49,34,1
80.0,145,4,1
45.026,111,55,1
100.659,156,35,1
779.341,156,45,3
229.033,144,3,1
151.166,105,4,2
78.544,105,14,1
121.258,105,4,1
1026.005,82,1,1
653.995,82,2,3
80.0,103,0,1
143.228,4,5,1
392.618,5,51,1
940.433,108,24,2
335.427,108,34,1
377.592,95,2,2
80.0,157,5,1
166.72899999999998,50,23,2
11.922,98,40,1
301.349,98,50,4
145.762,101,2,1
423.075,101,3,1
171.05,56,22,3
41.129,56,23,1
98.984,56,13,1
1420.139,126,11,1
259.861,126,1,1
80.0,40,0,2
191.869,73,10,2
288.13100000000003,73,25,3
145.92,37,4,1
145.07399999999998,94,4,3
878.394,79,5,1
401.60699999999997,37,33,2
68.485,36,34,1
56.902,36,44,1
25.533,36,54,1
80.0,127,2,1
879.9999999999999,160,34,4
80.0,115,3,1
365.192,7,11,3
114.807,7,21,1
487.59099999999995,105,0,2
10.486,105,10,1
200.689,106,41,1
181.234,106,40,1
41.393,133,30,1
1238.607,133,40,1
80.0,135,3,1
61.889,139,5,1
23.393,139,0,1
394.71900000000005,139,20,3
172.297,71,24,1
313.889,71,34,1
137.21,71,35,1
570.967,29,43,1
322.008,46,5,1
863.977,46,30,2
494.015,46,40,3
1.247,131,5,1
78.753,131,0,1
185.676,75,12,1
55.728,75,23,1
238.596,30,44,1
880.0,42,25,2
422.651,92,10,1
693.526,92,35,2
6.261,92,40,1
29.41,92,50,1
80.0,93,0,1
332.493,56,11,2
147.507,56,10,1
797.608,78,45,1
482.392,79,41,1
80.0,26,1,1
97.675,129,25,1
204.427,129,14,1
62.004,73,0,1
151.277,84,2,1
663.264,108,41,1
229.047,108,30,2
80.0,49,0,1
50.346,114,35,1
93.672,115,31,1
182.30700000000002,115,41,3
618.346,24,41,2
16.682,24,50,1
30.612,25,51,1
113.626,24,55,1
976.6519999999999,131,11,3
209.435,131,12,2
93.914,131,22,1
1680.0,24,3,3
80.0,128,22,1
57.789,3,25,1
422.211,4,30,3
715.533,88,5,2
164.467,20,4,1
629.429,76,0,1
442.899,77,35,2
28.034,77,20,1
179.639,77,30,2
1387.011,27,22,1
28.058,67,4,1
107.854,128,0,1
157.077,128,1,1
80.0,143,4,1
29.527,48,12,1
450.474,48,31,7
700.091,29,10,1
57.221,27,21,1
1680.0,54,23,3
80.0,58,2,1
88.619,101,3,1
95.11,101,13,1
136.54,101,12,1
159.731,101,23,2
380.074,72,42,1
499.92600000000004,69,45,5
1280.0,155,3,2
668.235,60,21,1
153.355,16,34,2
273.472,16,44,2
245.613,113,5,1
1034.387,113,40,5
1361.893,111,32,1
76.376,50,3,1
107.933,45,13,1
197.497,87,44,1
174.57,87,34,1
283.565,42,30,1
88.142,44,55,1
1413.878,101,33,2
266.121,101,32,1
177.02,101,33,1
80.0,68,5,1
347.32899999999995,81,21,3
132.67,81,31,1
897.657,155,0,2
194.473,77,24,1
30.685,73,13,1
105.178,73,3,2
52.008,73,4,1
101.949,73,3,1
326.067,66,42,1
80.0,139,1,1
201.918,106,2,1
65.126,104,4,1
212.95600000000002,18,4,2
639.112,84,11,1
240.889,97,4,5
875.528,1,40,2
404.473,1,50,2
138.934,1,40,1
146.071,51,24,1
6.132,51,33,1
394.148,120,42,1
25.359,124,20,1
8.51,124,25,1
217.534,77,23,1
785.422,22,52,2
856.003,141,0,1
637.392,141,31,2
186.60500000000002,141,32,2
80.0,145,3,1
60.948,63,4,1
677.681,111,10,1
202.319,111,5,1
1050.839,12,55,1
69.415,12,45,1
25.768,0,52,1
11.415,0,42,1
23.928,0,22,1
98.634,0,32,1
80.0,70,14,1
150.651,161,2,1
236.724,161,3,2
92.625,161,5,1
13.462,76,44,1
80.0,54,4,1
59.054,76,3,1
420.94599999999997,76,13,3
364.323,28,52,1
139.346,28,51,1
108.994,28,53,1
344.364,100,11,1
187.843,100,21,1
535.964,100,40,3
211.82999999999998,100,41,3
80.0,74,0,1
80.526,51,10,1
158.937,51,20,2
240.538,52,40,1
305.753,14,3,1
310.172,14,20,1
264.075,14,10,1
1014.186,146,0,2
265.814,144,10,1
1335.731,141,45,2
69.743,54,5,1
309.013,4,32,1
170.987,130,2,1
253.495,137,14,1
48.127,137,24,1
287.536,94,43,2
93.884,163,54,1
117.412,137,54,1
772.177,93,41,2
134.546,93,50,1
240.624,94,50,2
967.811,43,3,1
231.208,43,11,1
86.358,43,21,1
234.503,43,41,2
160.12,43,40,2
80.0,122,0,1
15.485,112,40,1
120.868,112,35,1
119.185,112,30,2
525.233,28,14,3
212.268,28,35,1
296.203,8,43,1
246.296,8,44,2
1680.0000000000002,120,20,3
80.0,44,0,1
218.249,123,22,1
261.751,123,23,1
766.419,146,13,1
164.253,146,23,1
349.329,146,22,2
80.0,30,1,2
219.393,95,2,2
141.809,163,3,2
118.799,94,4,1
371.923,45,12,1
335.007,45,44,2
173.071,45,43,1
877.025,50,4,1
237.004,45,25,1
165.972,48,12,3
499.922,92,25,1
16.616,92,40,1
177.452,92,51,1
534.862,120,2,1
345.13800000000003,120,10,2
251.172,23,10,2
30.615,115,41,1
80.0,40,0,1
480.0,41,24,2
880.0,9,13,4
122.894,34,44,1
858.504,34,54,3
53.382,34,43,1
194.7,32,52,3
586.616,68,43,3
151.33,68,53,2
118.785,68,43,2
80.0,155,5,1
102.566,124,1,1
120.736,120,12,1
74.363,163,4,2
151.95499999999998,8,4,2
530.648,102,13,1
342.958,102,25,1
406.394,103,25,3
633.417,46,35,1
73.247,110,2,1
24.985,57,41,1
422.811,97,34,2
59.746,97,54,2
1233.398,65,3,3
187.678,65,13,1
258.924,65,12,1
80.0,62,3,1
139.249,91,0,1
13.855,90,30,1
365.42499999999995,90,40,2
66.123,92,35,1
76.38,92,45,1
218.96800000000002,92,34,2
771.4549999999999,9,22,2
703.138,9,32,1
205.407,7,12,1
126.302,97,34,1
24.89,50,34,1
109.504,50,44,1
1486.362,63,15,3
14.193,63,5,1
179.444,63,3,1
13.516,25,10,1
599.896,25,20,1
3.041,24,10,1
46.71300000000001,24,12,3
216.833,66,14,1
1257.889,103,45,1
422.111,104,50,3
80.0,34,4,2
206.987,119,21,1
15.179,118,25,1
146.296,118,20,1
139.815,9,23,1
409.693,9,44,1
172.114,9,52,1
158.378,9,42,4
70.595,143,3,1
292.151,102,0,1
187.849,4,3,1
114.348,162,0,1
620.731,163,30,2
144.92,163,31,1
360.187,84,25,1
80.0,75,43,1
81.78599999999999,102,25,2
67.91,102,15,2
59.682,141,1,1
217.039,102,2,1
239.52,105,15,2
172.346,33,5,1
1079.94,33,25,1
232.538,33,30,1
195.175,33,20,3
80.0,147,21,1
78.445,86,2,2
138.532,86,22,1
18.982,134,42,1
542.565,23,12,1
53.88,23,11,1
115.304,1,3,2
1280.0,23,14,1
138.744,36,24,4
125.68,36,34,1
80.0,147,2,1
55.003,81,45,1
251.72299999999998,81,54,2
243.852,116,14,1
447.059,116,55,1
189.089,116,45,2
954.002,27,15,1
325.998,28,10,1
963.238,37,25,2
486.413,38,40,3
230.349,38,41,1
8.202,20,25,1
162.912,20,45,1
978.183,104,25,1
546.153,106,41,3
155.664,106,51,1
187.165,106,41,2
80.0,1,0,1
245.292,13,30,1
234.708,13,23,1
609.59,156,31,1
120.555,156,23,1
149.856,156,33,2
880.722,53,20,1
147.91,51,31,1
251.368,51,32,2
714.4099999999999,151,35,3
159.137,151,25,1
148.564,95,42,1
35.075,92,52,1
325.627,5,20,1
273.481,5,31,1
7.59,26,23,1
273.302,26,12,2
950.481,96,33,1
26.225,96,23,1
69.841,100,32,1
233.453,96,51,3
80.0,106,3,1
1353.694,99,3,1
11.197,29,11,1
308.539,29,21,2
160.264,8,32,1
880.0,68,0,3
485.375,30,21,1
937.354,32,35,3
257.27099999999996,32,42,4
80.0,81,2,1
46.24,45,15,1
132.133,45,25,3
45.349,45,35,1
256.279,48,12,2
551.9599999999999,55,5,2
328.039,56,11,4
1280.0009999999997,35,20,3
718.766,13,5,1
428.51,13,15,1
193.40699999999998,44,23,2
225.638,13,24,1
80.0,129,1,2
480.0,132,23,3
990.049,95,22,1
136.181,47,23,1
80.0,52,0,1
880.0,81,5,2
144.458,152,5,2
461.928,125,14,1
80.0,78,0,1
227.944,154,5,1
203.61599999999999,154,10,2
48.44,154,25,1
111.242,154,10,1
193.443,94,42,1
9.063,94,52,1
81.454,137,54,1
1014.089,111,2,1
265.911,111,3,2
307.156,4,51,1
65.389,149,5,1
237.388,31,10,1
242.612,31,15,2
615.259,97,1,1
23.43,34,2,1
76.63,32,24,1
80.0,10,1,2
480.0,103,33,2
85.866,135,2,1
59.191,135,12,1
251.646,94,31,1
3.498,93,35,1
180.387,93,45,2
299.411,93,40,1
142.309,93,45,1
87.974,83,12,1
80.0,79,3,1
480.0,28,2,1
607.297,87,35,2
272.703,87,45,1
836.466,80,25,1
443.53400000000005,37,44,4
645.011,7,20,1
80.0,96,5,2
279.85,107,5,2
55.468999999999994,107,14,2
144.68099999999998,107,24,2
17.63,107,14,1
90.791,107,24,1
695.413,58,23,3
72.04100000000001,58,13,4
112.546,25,4,1
1431.258,106,30,2
105.966,106,55,1
120.07,106,45,1
322.665,72,15,1
48.171,75,12,1
32.478,72,25,1
75.89099999999999,75,22,2
120.545,68,3,1
789.815,43,23,1
693.066,43,33,3
197.119,85,24,2
63.089,39,13,1
615.745,16,5,1
264.255,16,4,2
113.402,33,44,1
1459.748,99,15,2
50.53,99,5,1
19.299,99,15,1
42.031,89,0,1
122.86000000000001,150,1,2
15.033,157,13,1
10.99,140,24,1
205.178,140,14,2
80.0,59,4,1
197.06400000000002,129,31,3
282.937,129,42,2
880.0,82,3,2
1298.162,127,42,1
193.522,125,52,1
158.043,125,42,4
30.273,125,32,1
87.625,125,42,1
80.0,11,3,1
403.926,3,11,1
110.91,68,14,1
27.7,44,2,1
12.135,44,22,1
132.246,41,22,1
549.172,3,41,1
80.0,23,1,1
136.359,81,24,1
97.121,81,34,1
67.056,17,15,1
476.865,15,31,2
129.041,15,22,1
207.038,49,22,1
1025.187,87,1,1
112.963,87,0,1
141.851,87,10,3
1295.555,98,2,1
63.404,98,4,1
14.648,98,5,1
78.357,96,1,1
20.909,99,11,2
207.127,99,21,2
80.0,129,0,1
374.594,110,5,4
694.139,17,35,1
146.98,15,54,1
89.486,87,54,1
1450.125,115,23,1
4.436,115,13,1
177.66,113,4,1
