edep,crystal,slice_sect,num_of_int
1066.813,76,24,1
58.196,38,24,1
39.323,38,55,1
650.415,49,12,2
42.808,44,3,1
437.192,44,23,5
651.769,101,24,1
114.84,139,2,2
113.39,139,12,1
155.59,42,41,1
1187.84,42,51,1
2.971,16,52,1
22.617,16,41,1
310.983,17,40,1
80.0,159,2,1
28.301,49,21,1
41.555,49,31,1
410.144,49,41,4
880.0,93,35,1
129.039,145,33,1
350.961,110,44,2
128.265,60,20,1
198.038,60,30,1
707.6,52,0,1
315.439,51,43,2
27.477,18,45,1
229.484,18,44,1
61.444,75,2,1
299.418,81,1,2
180.582,145,25,1
556.4159999999999,77,25,2
439.926,77,34,2
283.658,125,32,2
411.874,55,34,1
80.0,145,2,1
232.791,5,25,2
247.209,5,35,1
153.936,43,22,1
123.43,43,32,1
602.634,43,43,5
1205.258,146,1,2
130.733,146,20,1
123.162,145,20,1
128.58100000000002,145,14,2
69.24,124,21,1
23.626,67,55,1
169.704,71,44,1
40.381,117,3,1
489.606,117,33,2
350.013,147,44,1
108.954,28,3,1
898.884,28,23,1
69.922,26,14,2
202.24,4,14,1
941.981,38,52,1
58.493,47,55,1
115.44,47,50,1
441.262,85,42,1
837.705,39,2,1
213.78699999999998,85,20,3
228.50799999999998,84,10,2
584.146,124,33,1
704.394,124,43,2
80.0,27,2,1
90.201,120,44,1
513.742,106,0,1
366.25800000000004,105,10,3
817.724,150,24,1
462.276,150,25,1
528.851,48,32,1
406.019,48,42,1
139.397,48,53,1
80.0,86,4,5
64.569,24,11,1
71.22,25,50,1
161.578,24,50,1
628.313,66,1,2
251.688,65,30,1
790.687,7,3,1
1.625,7,24,1
246.187,7,45,1
134.435,60,5,1
256.51,61,21,2
89.055,63,22,1
385.422,74,1,1
494.578,73,25,4
533.909,55,50,1
1417.48,151,5,1
80.0,106,1,1
245.662,86,13,1
234.338,86,11,1
79.591,140,0,1
800.41,138,30,4
1280.0,134,21,3
1442.621,127,44,1
10.88,127,25,1
226.499,83,13,2
80.0,52,3,1
134.613,134,14,1
1401.843,148,13,1
143.345,150,1,1
134.812,148,2,1
80.0,87,5,2
275.808,29,5,1
196.03,69,3,2
196.297,130,10,1
900.981,37,32,1
128.013,36,40,1
1294.975,44,11,1
44.961,44,10,2
180.154,44,15,1
9.858,44,10,1
159.91,44,0,1
167.102,100,23,1
312.898,100,32,1
948.8910000000001,122,21,2
100.366,122,31,1
230.744,121,35,1
416.294,119,15,1
6.775,119,25,1
80.0,111,0,1
330.455,20,20,2
149.545,20,10,1
105.623,114,0,1
339.041,114,10,1
351.294,114,25,2
84.041,114,15,1
144.68,114,25,1
1445.4379999999999,154,15,2
234.562,15,10,1
80.0,9,2,1
1066.722,108,0,1
213.278,78,5,1
80.0,48,10,1
56.311,36,21,1
562.384,161,23,3
105.684,157,24,1
787.967,21,4,1
167.873,21,13,1
324.15999999999997,21,33,2
906.8389999999999,17,12,2
57.113,17,22,1
716.048,2,32,2
80.0,47,5,1
19.442,164,0,1
191.279,164,20,2
43.389,164,21,1
225.889,164,31,2
663.429,107,25,2
92.598,107,30,1
123.973,107,35,1
1120.89,112,22,4
159.111,112,12,2
558.005,110,33,1
80.0,42,0,1
4.634,94,4,1
265.668,94,14,1
19.32,94,5,1
190.377,63,12,1
1440.794,81,1,1
237.751,98,12,4
216.087,15,2,2
666.538,132,14,1
213.46200000000002,132,3,2
65.805,95,1,1
101.915,20,15,1
28.173,20,25,1
120.128,18,21,1
656.941,105,4,1
76.49900000000001,155,12,3
146.56,155,25,2
337.128,23,43,1
1280.0,162,10,3
115.219,67,3,1
364.78200000000004,67,24,2
542.402,20,21,1
87.275,17,33,1
250.323,17,23,2
80.0,40,0,1
38.229,8,14,1
187.483,28,54,2
110.863,111,12,1
460.273,111,22,2
308.863,111,32,1
649.963,106,21,1
186.049,102,41,1
1293.456,121,15,3
160.694,74,12,2
40.793,74,2,1
71.709,163,1,1
113.348,163,0,1
80.0,7,1,1
231.417,60,4,1
73.404,60,2,1
175.179,60,12,1
497.78,25,20,1
255.67700000000002,25,33,2
15.329,25,14,1
111.214,25,13,1
1280.0000000000002,129,20,4
359.637,50,44,2
149.85199999999998,50,45,4
175.779,50,55,5
80.0,60,2,1
288.349,103,0,1
56.975,162,2,1
134.676,162,4,1
453.669,98,1,2
249.241,97,10,1
74.379,98,11,1
102.71,97,15,1
203.73,90,20,1
470.277,90,30,1
254.80100000000002,90,55,3
351.193,132,53,6
10.961,34,5,1
214.624,34,15,1
101.75,35,11,2
152.664,34,25,2
1280.0,118,0,2
438.35699999999997,86,55,2
80.0,82,4,1
36.953,81,23,1
167.425,81,33,1
167.241,79,32,2
108.381,79,31,2
562.3480000000001,113,14,3
72.683,113,15,2
244.969,113,10,1
169.773,125,54,1
80.0,155,3,1
348.04799999999994,149,12,4
131.952,149,3,1
1128.357,47,3,3
151.642,47,2,1
1400.201,120,5,2
80.0,88,4,1
208.953,102,10,1
139.985,102,11,1
131.061,102,0,1
623.025,125,21,2
256.975,124,25,2
69.04,25,43,1
80.0,98,1,2
165.601,158,12,1
409.116,158,45,1
305.283,158,55,2
404.748,125,44,2
875.253,125,54,1
1312.089,94,24,2
121.356,94,43,1
246.555,94,41,2
80.0,78,0,1
292.702,16,43,1
187.297,16,33,2
525.346,51,25,2
354.655,51,30,3
1023.052,151,40,1
153.05700000000002,150,40,2
103.891,150,30,1
80.0,103,5,1
42.56,21,12,1
437.44000000000005,21,22,2
433.675,45,1,1
8.951,47,14,1
437.374,47,23,3
1125.654,31,3,1
554.347,31,2,3
80.0,40,2,1
480.0,133,35,3
26.581,151,1,1
368.135,151,35,1
95.289,151,41,1
1008.045,52,12,1
8.829,52,3,2
263.126,52,0,1
80.0,129,4,2
120.693,162,22,1
359.307,162,31,1
70.938,71,42,1
234.509,41,10,1
81.677,41,20,1
402.843,41,30,1
151.596,39,40,1
409.375,39,50,2
863.859,6,14,1
80.0,111,4,2
109.168,159,2,1
313.962,61,3,1
278.798,61,13,1
235.983,61,32,1
27.573,61,41,1
227.252,61,51,1
196.43200000000002,61,40,3
80.0,113,4,1
480.0,123,24,2
566.885,135,10,2
313.115,94,11,2
142.628,25,25,1
12.735,25,55,1
56.436,26,41,1
155.873,26,50,1
72.107,38,5,1
279.802,136,24,1
200.198,136,25,1
560.038,112,32,1
105.636,112,33,1
29.709,112,22,1
184.61700000000002,147,22,2
835.231,74,31,1
49.43,124,52,1
1680.0,61,24,1
80.0,94,2,1
196.887,20,35,1
136.32,22,41,3
146.793,18,32,1
1280.0,161,12,4
675.964,164,35,1
195.30200000000002,122,24,2
509.04900000000004,66,15,2
68.436,27,21,1
302.51599999999996,27,31,3
31.62,132,3,1
659.328,132,23,1
205.193,132,34,1
383.85900000000004,132,44,3
166.865,142,34,2
80.0,60,5,1
202.72,38,43,1
46.994,10,40,1
616.95,148,12,1
50.164,148,11,1
212.886,22,13,1
952.555,114,5,1
41.829,114,10,1
205.958,114,31,4
479.658,114,41,2
182.248,114,31,3
73.066,5,22,1
515.595,57,1,1
187.664,57,11,1
984.0840000000001,83,10,2
1680.0,104,45,3
80.0,4,5,1
98.99,71,0,1
161.191,48,1,1
989.555,145,30,1
441.95599999999996,146,30,3
31.858,144,21,1
36.116,146,5,1
19.508,146,4,2
161.008,146,13,1
80.0,48,5,1
662.385,159,22,1
217.615,159,13,1
316.495,153,45,1
127.125,153,50,1
823.489,3,1,1
650.793,4,40,1
22.533,3,30,1
80.0,34,3,1
132.01,74,20,1
528.613,74,30,1
67.604,72,20,1
151.774,74,25,1
1023.563,164,50,1
125.454,163,30,1
130.983,162,50,1
80.0,51,1,1
21.291,116,10,1
292.9,116,20,2
165.809,116,21,3
1074.345,81,12,2
205.655,99,23,1
1269.339,72,35,1
63.543,73,31,1
275.723,73,32,1
80.0,139,0,2
330.951,54,52,3
362.897,107,22,1
661.191,107,32,1
99.636,62,22,1
156.276,62,32,1
96.56099999999999,5,33,3
423.784,5,43,1
28.386,5,33,2
125.972,5,44,1
80.0,124,4,1
880.0,79,22,2
80.0,37,1,1
157.507,101,5,1
81.995,101,0,1
240.499,100,5,3
484.073,44,3,1
28.56,44,22,1
640.5260000000001,44,32,3
126.841,44,21,1
167.877,44,32,2
522.457,128,44,1
726.505,128,55,1
80.0,16,0,1
248.264,107,1,3
231.737,4,5,1
16.839,141,5,1
633.488,141,45,1
31.007,141,31,1
198.666,141,42,3
1064.047,34,24,1
87.991,34,4,1
127.962,34,14,1
80.0,27,5,1
354.049,145,2,2
125.95,145,3,1
14.336,125,12,1
479.942,125,22,1
214.591,80,32,1
150.16899999999998,77,22,3
1108.701,55,5,3
171.299,55,0,1
80.0,137,5,1
322.545,123,22,2
157.455,123,3,2
320.66,4,14,1
196.327,4,24,1
13.466,26,35,1
303.486,24,40,3
1280.0,66,21,1
1680.0,62,21,1
80.0,95,0,1
332.839,118,5,4
147.161,119,1,1
134.113,99,0,1
251.893,99,10,1
0.717,99,20,1
329.871,99,35,2
102.895,99,33,1
754.386,33,5,1
259.028,33,14,1
2.519,33,25,1
264.066,34,41,4
80.0,72,3,1
257.741,97,25,1
79.923,97,20,1
142.33599999999998,97,15,2
766.038,136,5,1
80.0,85,0,1
174.16,77,34,1
32.568,77,33,1
62.701,77,43,1
84.435,77,54,1
126.135,77,44,1
223.722,97,12,1
175.774,95,44,1
114.493,95,55,1
65.758,95,54,1
546.161,101,12,1
733.8389999999999,101,23,2
447.258,88,40,1
80.0,60,12,1
298.692,100,12,1
46.493,100,2,1
134.814,100,21,1
1059.097,8,10,2
78.246,8,21,1
142.656,8,0,1
1680.0000000000002,7,22,4
479.99999999999994,124,4,3
1045.313,125,34,1
441.498,125,44,2
193.189,125,54,1
80.0,105,1,1
480.0,103,24,2
189.151,148,2,1
501.423,148,32,2
1340.081,36,42,1
139.702,36,31,1
200.217,36,20,2
160.21,51,4,3
64.366,51,14,1
11.3,51,4,1
255.425,51,13,1
732.991,57,20,1
16.153,57,31,1
327.93,57,42,1
202.926,57,45,1
1545.098,154,10,4
134.902,155,10,3
80.0,105,2,1
247.65800000000002,50,11,2
1280.0,3,43,4
651.075,13,12,1
149.063,13,22,1
80.0,133,3,1
480.0,134,35,3
211.027,134,14,1
339.523,134,24,1
116.426,134,20,3
78.265,134,11,1
134.758,134,10,1
943.424,18,0,1
413.67900000000003,18,22,2
46.067,18,23,1
73.363,18,33,2
203.46800000000002,18,34,2
80.0,140,2,1
34.301,88,0,1
569.613,88,10,1
11.099,88,2,1
264.987,47,14,1
554.625,71,35,1
66.749,0,0,1
193.255,115,1,1
286.746,115,11,3
633.93,77,13,1
51.909,124,25,1
389.81,124,35,1
204.35,77,24,1
1220.034,91,32,2
163.545,162,33,1
5.705,162,43,1
141.69,162,52,1
149.02700000000002,162,53,2
258.657,104,53,3
255.609,34,2,1
543.066,103,25,2
38.151,104,42,2
275.48199999999997,56,43,3
80.0,141,1,1
271.212,47,35,1
208.788,48,21,2
357.764,25,0,1
388.894,25,10,3
133.342,24,10,1
941.559,66,54,2
80.0,93,4,1
480.0,104,2,3
879.999,1,51,4
360.94,146,1,1
251.371,149,52,1
231.602,149,53,1
455.941,129,34,1
757.767,129,45,2
127.257,129,55,1
20.308,161,35,1
74.7,161,30,1
195.584,161,20,2
80.0,101,1,1
301.348,25,13,1
178.65200000000002,25,3,2
132.538,33,3,1
547.109,33,33,1
200.353,33,23,1
1029.548,90,42,1
250.451,162,35,2
1330.355,33,23,2
82.36,33,33,2
29.598,33,40,1
237.687,35,30,2
80.0,74,5,1
290.54,54,1,1
189.46,44,4,1
525.862,152,31,1
74.018,152,43,1
280.12,152,44,2
499.459,111,52,1
55.648,54,4,1
220.466,95,25,1
352.598,95,54,1
68.052,97,52,1
238.884,97,42,3
80.0,22,1,1
281.217,104,23,1
96.159,56,50,1
175.775,12,2,1
80.0,107,4,1
666.873,145,1,2
213.127,1,15,3
531.939,16,13,1
638.7280000000001,16,23,2
84.943,16,43,1
77.675,16,53,2
24.657,16,54,1
109.625,16,55,1
80.0,44,1,1
332.334,92,33,4
147.666,92,43,1
223.152,92,33,2
530.419,19,30,1
80.0,16,3,1
169.3,114,0,1
310.70000000000005,114,1,2
880.0,153,34,5
1081.702,21,24,3
198.298,21,34,3
1680.0000000000002,13,0,5
80.0,23,5,1
290.618,58,14,2
189.382,58,41,3
770.146,0,25,2
427.319,1,41,1
81.662,1,40,1
400.87300000000005,1,55,2
80.0,106,3,1
580.211,60,24,2
299.789,27,54,1
60.735,22,4,1
305.812,129,0,2
174.188,129,3,3
304.08,16,43,1
239.908,13,54,3
65.06,5,2,1
1053.974,24,30,1
226.025,24,25,4
1374.814,69,22,1
305.186,31,11,1
80.0,19,3,1
639.551,129,14,1
240.449,129,4,2
1046.761,107,30,1
203.365,106,55,2
1.633,141,0,1
105.569,142,1,1
158.019,137,2,1
1137.494,65,33,1
263.71799999999996,109,35,2
121.839,110,23,1
17.15,110,13,1
139.799,110,2,1
80.0,25,5,1
267.656,90,43,2
212.34500000000003,90,42,2
580.858,97,5,1
74.605,97,3,1
9.41,134,10,1
215.12800000000001,134,31,2
1060.285,118,5,1
219.715,139,2,3
77.807,26,45,1
624.821,26,50,1
331.70799999999997,28,50,4
80.0,82,2,1
880.0,86,24,3
80.0,135,3,1
1012.7740000000001,154,21,4
21.562,129,25,1
80.0,143,4,1
480.0,3,13,1
414.185,150,31,1
80.0,39,1,1
243.883,153,3,1
64.099,153,1,1
799.904,94,54,1
1195.972,85,33,2
172.43200000000002,85,32,2
191.292,39,31,1
42.407,85,32,1
120.303,85,42,2
80.0,55,4,1
22.149,94,25,1
799.688,94,3,1
480.31100000000004,94,0,4
75.534,54,4,1
175.845,100,44,1
457.741,8,1,1
822.259,8,21,3
80.0,82,5,1
129.064,24,10,1
350.93600000000004,26,20,3
132.286,91,22,2
594.502,91,31,1
36.676,91,22,1
7.353,91,21,1
145.859,90,15,2
384.803,127,5,1
641.589,127,24,1
112.602,127,21,1
15.188,127,11,1
125.819,127,10,1
80.0,1,34,1
78.746,84,45,1
419.242,84,54,1
145.94899999999998,81,12,2
1280.0,135,20,1
80.0,24,4,1
268.019,83,25,1
34.467,83,15,1
177.514,83,23,2
26.313,100,4,1
980.734,100,14,1
272.953,51,4,1
1401.144,161,12,2
28.795,158,32,1
250.06099999999998,158,33,3
80.0,27,0,2
117.165,27,50,2
133.306,27,45,1
729.749,24,15,2
150.251,24,0,1
1280.0,54,11,1
80.0,123,0,1
80.263,50,12,1
399.737,98,51,1
414.11899999999997,109,24,2
300.208,109,44,1
165.674,109,34,2
15.047,48,13,1
996.341,48,33,1
268.61199999999997,87,23,3
1355.989,16,21,1
88.56,42,2,1
83.695,16,11,1
80.0,5,4,1
35.382000000000005,148,11,2
301.85,147,20,1
48.27,68,43,1
831.73,68,53,3
100.818,96,55,1
80.0,153,0,2
104.661,155,51,1
880.0,71,24,2
427.58,18,5,1
554.815,18,15,1
76.759,18,10,1
45.787,19,22,1
65.118,19,32,2
79.328,19,30,1
1415.403,70,22,1
120.443,70,13,1
12.61,70,3,1
131.544,70,2,1
80.0,154,1,1
605.77,22,0,1
38.974,4,1,1
235.25500000000002,6,12,2
1027.294,65,25,2
252.706,63,1,1
342.382,54,43,1
790.4929999999999,54,53,2
80.0,158,2,1
124.675,142,15,1
355.325,142,24,3
1030.975,46,12,1
249.026,46,2,3
398.63,65,2,2
197.158,66,14,1
80.0,12,2,1
379.59999999999997,53,11,2
100.4,53,21,1
880.0,28,22,3
1359.943,156,41,2
176.426,156,31,3
143.632,156,30,4
80.0,42,3,1
303.404,143,52,3
326.126,136,23,1
98.067,136,44,1
307.789,73,31,1
